seq,t_ms,game_hour,event,phase,actor,actor_id,limb,limb_index,impact_speed,normal_speed,tangent_speed,body_speed,angular_speed,mass,limb_radius,pos_x,pos_y,pos_z,nrm_x,nrm_y,nrm_z,vel_x,vel_y,vel_z,other_layer,other_material,material_source,other_body,other_limb,manifold_first,manifold_last,dropped,state
1,641.663,0.0000,state,unknown,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,0,ragdoll_start
2,645.212,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,12.642,14.060,60.195,72.138,5.467,3.0000,10.011,-311.580,44.437,-319.650,0.0000,0.0000,1.0000,-70.824,-8.049,-11.095,Static,Wood,shape,000001DFDC3A7100,-,0,0,0,-
3,645.552,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,41.567,41.567,96.459,110.679,4.511,3.0000,10.011,-280.355,31.159,-319.650,0.0000,0.0000,1.0000,-104.240,-24.065,-28.370,Static,Wood,shape,000001DFDC3A7100,-,1,1,0,-
4,645.553,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,41.567,41.567,99.436,110.679,4.511,3.0000,10.011,-280.355,31.159,-318.000,0.0000,0.0000,1.0000,-104.240,-24.065,-28.370,Static,Carpet,shape,000001E026837400,-,1,1,0,-
5,645.556,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,65.871,65.871,11.131,126.521,5.469,2.0000,11.658,-284.067,43.296,-252.629,0.9375,-0.1697,0.3039,-115.008,-50.674,-14.584,-,-,-,000001E0B7713D00,0,1,1,0,-
6,645.556,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC COM [COM ],0,65.871,65.871,11.131,43.712,1.612,50.0000,17.687,-284.067,43.296,-252.629,0.9375,-0.1697,0.3039,-38.724,-10.126,-17.569,-,Skin,shape,000001E0B7710D00,14,1,1,0,-
7,645.557,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,50.452,50.452,29.457,126.521,5.469,2.0000,11.658,-283.127,42.439,-254.998,0.8166,-0.0686,0.5731,-115.008,-50.674,-14.584,-,Skin,shape,000001E0B7713A00,1,1,1,0,-
8,645.557,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,50.452,50.452,29.457,80.398,2.384,6.0000,20.487,-283.127,42.439,-254.998,0.8166,-0.0686,0.5731,-76.251,-24.969,-5.110,-,Skin,shape,000001E0B7710D00,14,1,1,0,-
9,645.557,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,61.319,61.319,37.888,126.521,5.469,2.0000,11.658,-283.811,43.824,-245.807,0.9824,-0.0383,0.1828,-115.008,-50.674,-14.584,-,Skin,shape,000001E0B7712800,3,1,1,0,-
10,645.557,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,61.319,61.319,37.888,55.634,4.025,4.0000,17.297,-283.811,43.824,-245.807,0.9824,-0.0383,0.1828,-51.370,-9.000,-19.370,-,Skin,shape,000001E0B7710D00,14,1,1,0,-
11,645.557,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,44.140,44.140,54.403,126.521,5.469,2.0000,11.658,-282.933,45.160,-237.576,0.9900,0.0819,-0.1148,-115.008,-50.674,-14.584,-,Skin,shape,000001E0B7712500,6,1,1,0,-
12,645.557,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,44.140,44.140,54.403,73.631,3.763,4.0000,18.878,-282.933,45.160,-237.576,0.9900,0.0819,-0.1148,-69.868,-18.409,-14.179,-,Skin,shape,000001E0B7710D00,14,1,1,0,-
13,645.558,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,20.522,20.522,56.181,126.521,5.469,2.0000,11.658,-284.130,45.370,-231.460,0.6692,0.0209,-0.7428,-115.008,-50.674,-14.584,-,Skin,shape,000001E0B7712200,9,1,1,0,-
14,645.558,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,20.522,20.522,56.181,81.876,2.182,7.0000,23.052,-284.130,45.370,-231.460,0.6692,0.0209,-0.7428,-76.506,-27.507,-9.685,-,Skin,shape,000001E0B7710D00,14,1,1,0,-
15,645.561,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,57.982,57.982,43.293,121.210,1.661,4.0000,8.334,-283.897,42.199,-255.814,0.9561,-0.2896,-0.0445,-110.163,-47.958,-16.003,-,-,-,000001E0B7713D00,0,1,1,0,-
16,645.561,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC COM [COM ],0,57.982,57.982,43.293,43.712,1.612,50.0000,17.687,-283.897,42.199,-255.814,0.9561,-0.2896,-0.0445,-38.724,-10.126,-17.569,-,Skin,shape,000001E0B7710A00,16,1,1,0,-
17,645.561,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,44.296,44.296,19.594,121.210,1.661,4.0000,8.334,-282.187,41.287,-257.638,0.9531,-0.2358,0.1897,-110.163,-47.958,-16.003,-,Skin,shape,000001E0B7713A00,1,1,1,0,-
18,645.561,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,44.296,44.296,19.594,80.398,2.384,6.0000,20.487,-282.187,41.287,-257.638,0.9531,-0.2358,0.1897,-76.251,-24.969,-5.110,-,Skin,shape,000001E0B7710A00,16,1,1,0,-
19,645.561,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,39.930,39.930,73.272,121.210,1.661,4.0000,8.334,-284.822,42.138,-251.252,0.8663,-0.2320,-0.4424,-110.163,-47.958,-16.003,-,Skin,shape,000001E0B7712800,3,1,1,0,-
20,645.561,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,39.930,39.930,73.272,55.634,4.025,4.0000,17.297,-284.822,42.138,-251.252,0.8663,-0.2320,-0.4424,-51.370,-9.000,-19.370,-,Skin,shape,000001E0B7710A00,16,1,1,0,-
21,664.863,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,7.728,7.728,110.105,84.085,2.955,6.0000,19.675,-306.529,50.946,-318.000,-0.0000,0.0000,1.0000,-81.087,19.595,-10.541,Static,Carpet,shape,000001E026837400,-,1,1,0,-
