seq,t_ms,game_hour,event,phase,actor,actor_id,limb,limb_index,impact_speed,normal_speed,tangent_speed,body_speed,angular_speed,mass,limb_radius,pos_x,pos_y,pos_z,nrm_x,nrm_y,nrm_z,vel_x,vel_y,vel_z,other_layer,other_material,material_source,other_body,other_limb,manifold_first,manifold_last,dropped,state
1,686.267,0.0000,state,unknown,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,0,ragdoll_start
2,728.667,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,148.950,148.950,246.791,149.363,29.045,3.0000,10.011,-447.113,1587.658,-79.650,0.0000,0.0000,1.0000,-101.370,-84.746,-69.654,Static,Wood,shape,000001E026835300,-,1,1,0,-
3,749.291,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,134.973,134.973,125.908,119.195,6.628,4.0000,8.334,-449.048,1598.139,-37.891,0.8650,0.3111,0.3937,-80.156,88.122,4.129,-,Skin,shape,000001E0B7713A00,1,1,0,0,-
4,749.292,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,134.973,134.973,125.908,118.216,12.235,6.0000,20.487,-449.048,1598.139,-37.891,0.8650,0.3111,0.3937,112.655,12.613,-33.539,-,Skin,shape,000001E0B7710A00,16,1,0,0,-
5,749.292,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,134.906,134.906,125.687,119.195,6.628,4.0000,8.334,-449.078,1598.198,-37.872,0.8651,0.3112,0.3935,-80.156,88.122,4.129,-,Skin,shape,000001E0B7713A00,1,0,1,0,-
6,749.292,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,134.906,134.906,125.687,118.216,12.235,6.0000,20.487,-449.078,1598.198,-37.872,0.8651,0.3112,0.3935,112.655,12.613,-33.539,-,Skin,shape,000001E0B7710A00,16,0,1,0,-
7,769.050,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,54.548,54.548,171.229,110.595,22.000,2.0000,11.658,-461.232,1595.165,-19.308,0.9816,0.1826,0.0557,-43.095,89.165,49.231,-,Skin,shape,000001E0B7712200,9,1,1,0,-
8,769.050,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,54.548,54.548,171.229,117.959,3.206,7.0000,23.052,-461.232,1595.165,-19.308,0.9816,0.1826,0.0557,98.372,-41.594,50.072,-,Skin,shape,000001E0B7710D00,14,1,1,0,-
9,872.002,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,99.469,99.469,164.034,91.951,22.691,3.0000,10.011,-478.783,1580.127,-60.794,0.7715,-0.4083,-0.4879,-32.470,-67.905,52.818,-,Skin,shape,000001E0B7711300,17,1,1,0,-
10,872.002,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,99.469,99.469,164.034,222.063,8.118,4.0000,8.334,-478.783,1580.127,-60.794,0.7715,-0.4083,-0.4879,133.740,-106.792,141.496,-,Skin,shape,000001E0B7713400,7,1,1,0,-
11,872.409,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,5.924,5.924,198.843,141.606,3.555,4.0000,18.878,-475.782,1579.413,-36.402,0.5631,0.7062,0.4292,76.713,-118.310,-13.051,-,Skin,shape,000001E0B7711600,15,1,1,0,-
12,872.410,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,5.924,5.924,198.843,233.918,15.997,6.0000,11.658,-475.782,1579.413,-36.402,0.5631,0.7062,0.4292,104.173,-163.363,131.066,-,Skin,shape,000001E0B7712500,6,1,1,0,-
13,872.411,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,81.820,81.820,181.469,199.144,7.220,3.0000,10.011,-488.386,1638.265,-79.650,-0.0000,-0.0000,1.0000,-178.513,-48.123,-73.997,Static,Wood,shape,000001E026835300,-,1,1,0,-
14,893.317,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,50.781,50.781,267.511,63.810,7.131,6.0000,20.487,-476.280,1582.907,-53.000,0.4934,0.8333,0.2492,20.592,-58.168,-16.253,-,Skin,shape,000001E0B7711300,17,1,1,0,-
15,893.318,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,50.781,50.781,267.511,216.092,24.788,4.0000,8.334,-476.280,1582.907,-53.000,0.4934,0.8333,0.2492,122.802,-125.746,125.712,-,Skin,shape,000001E0B7713100,2,1,1,0,-
16,893.320,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,151.357,151.357,186.226,194.340,7.525,6.0000,19.675,-444.044,1594.247,-78.000,-0.0000,-0.0000,1.0000,-127.476,-55.492,-135.789,Static,Carpet,shape,000001E026B5FD00,-,1,1,0,-
17,893.321,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,159.780,159.780,144.902,199.965,7.567,3.0000,10.011,-472.599,1572.431,-78.000,0.0000,-0.0000,1.0000,-111.794,-70.496,-150.062,Static,Carpet,shape,000001E026B5FD00,-,1,1,0,-
18,914.051,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,34.742,34.742,106.497,134.474,4.365,4.0000,17.297,-447.017,1602.769,-34.320,-0.9007,-0.3427,-0.2670,49.967,-124.282,-11.850,-,Skin,shape,000001E0B7710A00,16,1,1,0,-
19,914.052,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,34.742,34.742,106.497,63.764,27.590,4.0000,8.334,-447.017,1602.769,-34.320,-0.9007,-0.3427,-0.2670,-20.968,-59.190,-11.079,-,Skin,shape,000001E0B7712800,3,1,1,0,-
20,914.060,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,58.397,58.397,27.029,244.142,4.606,6.0000,11.658,-469.438,1575.300,-26.777,-0.4461,-0.4390,-0.7799,157.188,-167.291,83.132,-,Skin,shape,000001E0B7712200,9,1,1,0,-
21,914.060,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,58.397,58.397,27.029,159.525,6.416,7.0000,23.052,-469.438,1575.300,-26.777,-0.4461,-0.4390,-0.7799,110.069,-113.515,21.152,-,Skin,shape,000001E0B7711600,15,1,1,0,-
22,914.505,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,14.304,14.304,27.529,141.319,5.061,4.0000,18.878,-446.432,1600.641,-32.005,-0.7253,-0.6463,0.2370,66.559,-124.467,6.998,-,Skin,shape,000001E0B7710A00,16,1,1,0,-
23,914.505,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,14.304,14.304,27.529,62.816,9.174,4.0000,8.334,-446.432,1600.641,-32.005,-0.7253,-0.6463,0.2370,-12.487,-61.324,-5.414,-,Skin,shape,000001E0B7712500,6,1,1,0,-
24,934.532,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,51.788,51.788,95.015,80.882,14.923,6.0000,19.675,-468.944,1590.043,-59.986,0.2848,-0.7152,-0.6383,-43.458,-66.392,-15.664,-,Skin,shape,000001E0B7713100,2,1,1,0,-
25,934.532,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,51.788,51.788,95.015,87.298,7.098,6.0000,20.487,-468.944,1590.043,-59.986,0.2848,-0.7152,-0.6383,10.947,-82.077,27.647,-,Skin,shape,000001E0B7713700,5,1,1,0,-
26,954.640,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,16.489,16.489,22.085,58.893,14.223,6.0000,19.675,-445.642,1588.390,-79.650,-0.0000,0.0000,1.0000,-19.875,-39.085,-39.316,Static,Wood,shape,000001E026835300,-,1,1,0,-
