seq,t_ms,game_hour,event,phase,actor,actor_id,limb,limb_index,impact_speed,normal_speed,tangent_speed,body_speed,angular_speed,mass,limb_radius,pos_x,pos_y,pos_z,nrm_x,nrm_y,nrm_z,vel_x,vel_y,vel_z,other_layer,other_material,material_source,other_body,other_limb,manifold_first,manifold_last,dropped,state
1,100.000,0.0000,state,unknown,Nazeem,0001A6A4,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,0,ragdoll_start
2,103.981,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Thigh [RThg],2,14.156,14.156,76.879,25.957,1.015,6.0300,20.589,-312.785,1388.573,-249.537,0.1227,-0.9907,-0.0584,2.303,11.256,23.276,-,Skin,shape,000001E37A749C00,1,0,1,0,-
3,103.982,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC L Thigh [LThg],1,14.156,14.156,76.879,46.149,0.936,6.0300,20.590,-312.785,1388.573,-249.537,0.1227,-0.9907,-0.0584,6.584,5.199,-45.380,-,Skin,shape,000001E37A749300,2,0,1,0,-
4,103.984,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC L Foot [Lft ],7,25.603,25.603,36.212,42.910,10.803,3.0150,10.061,-311.290,1396.891,-287.837,0.0022,0.0000,1.0000,-21.430,-10.192,-35.751,Static,Stone,shape,000001EAB5813A00,-,1,0,0,-
5,103.984,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC L Foot [Lft ],7,39.427,39.427,41.123,42.910,10.803,3.0150,10.061,-312.546,1397.866,-287.849,0.0022,-0.0000,1.0000,-21.430,-10.192,-35.751,Static,Stone,shape,000001EAB5813A00,-,0,1,0,-
6,103.985,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Foot [Rft ],8,20.414,20.414,26.282,15.939,5.514,3.0150,10.061,-305.632,1371.411,-287.849,0.0022,0.0000,1.0000,-10.419,-11.373,-4.020,Static,Stone,shape,000001EAB5813A00,-,1,1,0,-
7,103.986,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC L Forearm [LLar],14,11.532,11.532,114.626,51.607,7.126,2.0100,11.716,-318.532,1397.859,-213.311,-0.5130,0.7793,0.3598,18.189,-21.703,43.145,-,Skin,shape,000001E37A748A00,3,1,1,0,-
8,103.986,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC Spine [Spn0],3,11.532,11.532,114.626,42.691,0.885,4.0200,17.383,-318.532,1397.859,-213.311,-0.5130,0.7793,0.3598,32.431,20.240,19.002,-,Skin,shape,000001EAB5092E00,14,1,1,0,-
9,103.986,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC L Forearm [LLar],14,54.920,54.920,80.857,51.607,7.126,2.0100,11.716,-319.481,1398.898,-208.308,-0.4954,0.8131,-0.3056,18.189,-21.703,43.145,-,Skin,shape,000001E37A748700,6,1,1,0,-
10,103.986,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC Spine1 [Spn1],6,54.920,54.920,80.857,49.782,0.244,4.0200,18.973,-319.481,1398.898,-208.308,-0.4954,0.8131,-0.3056,38.035,28.168,15.431,-,Skin,shape,000001EAB5092E00,14,1,1,0,-
11,103.987,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC L Forearm [LLar],14,47.585,47.585,78.160,51.607,7.126,2.0100,11.716,-323.163,1398.601,-199.590,-0.4417,0.5790,-0.6853,18.189,-21.703,43.145,-,Skin,shape,000001E37A748400,9,1,1,0,-
12,103.987,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC Spine2 [Spn2],9,47.585,47.585,78.160,39.841,0.759,7.0350,23.167,-323.163,1398.601,-199.590,-0.4417,0.5790,-0.6853,29.864,25.234,7.660,-,Skin,shape,000001EAB5092E00,14,1,1,0,-
13,103.987,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Forearm [RLar],15,16.875,16.875,35.852,37.462,2.638,6.0300,11.716,-312.125,1377.122,-221.175,0.3651,-0.8430,0.3950,29.058,22.501,7.265,-,-,-,000001E37A749F00,0,1,1,0,-
14,103.988,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC COM [COM ],0,16.875,16.875,35.852,5.816,6.058,50.2500,17.775,-312.125,1377.122,-221.175,0.3651,-0.8430,0.3950,2.709,2.368,-4.570,-,Skin,shape,000001EAB5093700,15,1,1,0,-
15,103.988,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Forearm [RLar],15,23.744,23.744,41.758,37.462,2.638,6.0300,11.716,-311.848,1375.656,-223.657,0.3295,-0.6686,0.6666,29.058,22.501,7.265,-,Skin,shape,000001E37A749300,2,1,1,0,-
16,103.988,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Thigh [RThg],2,23.744,23.744,41.758,25.957,1.015,6.0300,20.589,-311.848,1375.656,-223.657,0.3295,-0.6686,0.6666,2.303,11.256,23.276,-,Skin,shape,000001EAB5093700,15,1,1,0,-
17,103.988,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Forearm [RLar],15,10.032,10.032,6.737,37.462,2.638,6.0300,11.716,-312.116,1375.918,-215.386,0.2978,-0.9430,0.1483,29.058,22.501,7.265,-,Skin,shape,000001E37A748A00,3,1,1,0,-
18,103.988,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC Spine [Spn0],3,10.032,10.032,6.737,42.691,0.885,4.0200,17.383,-312.116,1375.918,-215.386,0.2978,-0.9430,0.1483,32.431,20.240,19.002,-,Skin,shape,000001EAB5093700,15,1,1,0,-
19,103.989,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC L Hand [LHnd],16,13.911,13.911,105.107,30.920,34.167,4.0200,8.375,-315.456,1399.414,-214.351,-0.1616,0.9570,0.2410,7.484,11.744,-27.606,-,Skin,shape,000001E37A748A00,3,1,1,0,-
20,103.989,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC Spine [Spn0],3,13.911,13.911,105.107,42.691,0.885,4.0200,17.383,-315.456,1399.414,-214.351,-0.1616,0.9570,0.2410,32.431,20.240,19.002,-,Skin,shape,000001EAB5092B00,16,1,1,0,-
21,103.990,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Hand [RHnd],17,12.362,12.362,56.092,49.304,18.119,4.0200,8.375,-310.232,1374.964,-226.167,0.5630,-0.7685,0.3041,-36.996,-27.249,-17.878,-,Skin,shape,000001E37A749300,2,1,1,0,-
22,103.990,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Thigh [RThg],2,12.362,12.362,56.092,25.957,1.015,6.0300,20.589,-310.232,1374.964,-226.167,0.5630,-0.7685,0.3041,2.303,11.256,23.276,-,Skin,shape,000001EAB5093400,17,1,1,0,-
23,123.407,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC L Calf [LClf],5,36.717,36.717,63.120,47.098,2.652,6.0300,19.773,-320.647,1396.297,-287.816,0.0022,-0.0000,1.0000,-8.653,-17.093,-43.025,Static,Stone,shape,000001EAB5813A00,-,1,1,0,-
24,123.409,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC L Foot [Lft ],7,19.030,19.030,11.325,30.823,10.032,3.0150,10.061,-318.041,1396.244,-287.822,0.0022,-0.0000,1.0000,-30.659,-2.801,1.510,Static,Stone,shape,000001EAB5813A00,-,0,0,0,-
25,123.409,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC L Foot [Lft ],7,21.645,21.645,13.801,30.823,10.032,3.0150,10.061,-318.432,1396.210,-287.821,0.0022,0.0000,1.0000,-30.659,-2.801,1.510,Static,Stone,shape,000001EAB5813A00,-,0,1,0,-
26,137.131,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Foot [Rft ],8,24.591,24.591,70.974,18.034,20.163,3.0150,10.061,-305.945,1365.753,-284.236,0.0000,1.0000,0.0000,-11.974,-13.414,1.379,Static,StoneStairs,shape,000001EAB5813A00,-,0,1,0,-
27,153.820,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC L Foot [Lft ],7,37.893,37.893,139.753,85.526,20.153,3.0150,10.061,-313.280,1398.478,-287.832,0.0022,0.0000,1.0000,-71.200,47.376,-0.889,Static,Stone,shape,000001EAB5813A00,-,0,1,0,-
28,154.203,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC L Hand [LHnd],16,43.406,43.406,123.943,112.899,16.043,4.0200,8.375,-314.766,1399.002,-225.396,-0.1353,0.6041,0.7853,-3.319,38.591,-106.046,-,Skin,shape,000001E37A749C00,1,1,1,0,-
29,154.203,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC L Thigh [LThg],1,43.406,43.406,123.943,46.999,4.219,6.0300,20.590,-314.766,1399.002,-225.396,-0.1353,0.6041,0.7853,38.772,6.117,-25.850,-,Skin,shape,000001EAB5092B00,16,1,1,0,-
30,171.683,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Calf [RClf],4,51.737,51.737,51.393,24.202,4.457,6.0300,19.773,-315.391,1365.753,-279.719,0.0000,1.0000,0.0000,-21.392,-11.228,-1.438,Static,StoneStairs,shape,000001EAB5813A00,-,0,1,0,-
31,172.046,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Foot [Rft ],8,15.354,15.354,42.286,34.370,4.165,3.0150,10.061,-308.813,1365.678,-279.480,0.0000,1.0000,0.0000,-32.653,-5.378,9.282,Static,StoneStairs,shape,000001EAB5813A00,-,0,1,0,-
32,203.041,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Forearm [RLar],15,34.873,34.873,204.303,98.772,14.363,6.0300,11.716,-307.854,1382.595,-198.808,-0.0571,-0.8391,-0.5409,70.561,67.266,15.889,-,Skin,shape,000001E37A748400,9,1,1,0,-
33,203.042,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC Spine2 [Spn2],9,34.873,34.873,204.303,171.260,7.346,7.0350,23.167,-307.854,1382.595,-198.808,-0.0571,-0.8391,-0.5409,126.120,105.237,-48.466,-,Skin,shape,000001EAB5093700,15,1,1,0,-
34,252.884,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Foot [Rft ],8,8.655,8.655,105.300,58.409,18.154,3.0150,10.061,-316.804,1365.738,-280.014,0.0000,1.0000,0.0000,-55.104,-17.719,7.819,Static,StoneStairs,shape,000001EAB5813A00,-,0,1,0,-
35,337.377,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Calf [RClf],4,19.064,19.064,129.238,33.476,4.793,6.0300,19.773,-314.845,1391.518,-257.824,0.3519,-0.9289,0.1154,4.556,30.379,-13.304,-,Skin,shape,000001E37A749C00,1,1,1,0,-
