seq,t_ms,game_hour,event,phase,actor,actor_id,limb,limb_index,impact_speed,normal_speed,tangent_speed,body_speed,angular_speed,mass,limb_radius,pos_x,pos_y,pos_z,nrm_x,nrm_y,nrm_z,vel_x,vel_y,vel_z,other_layer,other_material,material_source,other_body,other_limb,manifold_first,manifold_last,dropped,state
0,1.153,0.0000,state,unknown,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
1,1.153,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC COM [COM ],0,0.000,0.000,0.000,0.000,0.000,50.0000,17.687,-278.317,-128.293,-249.161,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
2,1.153,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,0.000,0.000,6.0000,20.487,-271.847,-129.492,-248.995,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
3,1.153,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,0.000,0.000,0.000,0.000,0.000,6.0000,20.487,-284.853,-127.084,-249.315,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
4,1.154,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,0.000,0.000,0.000,0.000,0.000,4.0000,17.297,-277.364,-123.199,-245.292,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
5,1.154,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,0.000,0.000,0.000,3.006,0.000,6.0000,19.675,-290.104,-128.302,-284.415,0.0000,0.0000,0.0000,-0.836,-2.869,0.319,-,-,-,0000000000000000,-,0,0,-,session_start
6,1.154,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,0.000,0.000,0.000,3.734,0.000,6.0000,19.675,-271.340,-129.077,-284.577,0.0000,0.0000,0.0000,-0.900,-3.622,0.136,-,-,-,0000000000000000,-,0,0,-,session_start
7,1.154,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,0.000,0.000,0.000,0.000,0.000,4.0000,18.878,-277.765,-123.640,-236.564,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
8,1.154,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,0.000,0.000,0.000,4.733,0.000,3.0000,10.011,-269.814,-121.913,-311.544,0.0000,0.0000,0.0000,-1.101,-4.584,0.419,-,-,-,0000000000000000,-,0,0,-,session_start
9,1.154,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,4.223,0.000,3.0000,10.011,-291.661,-122.677,-311.662,0.0000,0.0000,0.0000,-1.157,-4.016,0.607,-,-,-,0000000000000000,-,0,0,-,session_start
10,1.154,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,0.000,0.000,0.000,0.000,0.000,7.0000,23.052,-277.595,-122.284,-226.790,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
11,1.155,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L UpperArm [LUar],10,0.000,0.000,0.000,0.000,0.000,2.0000,14.463,-264.431,-126.170,-211.881,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
12,1.155,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Neck [Neck],11,0.000,0.000,0.000,0.000,0.000,6.0000,8.431,-277.565,-124.006,-204.816,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
13,1.155,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R UpperArm [RUar],12,0.000,0.000,0.000,3.324,0.122,2.0000,14.463,-290.468,-119.900,-211.685,0.0000,0.0000,0.0000,-2.009,-2.578,0.611,-,-,-,0000000000000000,-,0,0,-,session_start
14,1.155,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Head [Head],13,0.000,0.000,0.000,0.000,0.000,4.0000,15.108,-277.920,-125.337,-197.555,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
15,1.155,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,0.000,0.000,2.0000,11.658,-260.472,-121.426,-233.807,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
