seq,t_ms,game_hour,event,phase,actor,actor_id,limb,limb_index,impact_speed,normal_speed,tangent_speed,body_speed,angular_speed,mass,limb_radius,pos_x,pos_y,pos_z,nrm_x,nrm_y,nrm_z,vel_x,vel_y,vel_z,other_layer,other_material,material_source,other_body,other_limb,manifold_first,manifold_last,dropped,state
1,349.157,0.0000,state,unknown,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,0,ragdoll_start
2,372.812,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,21.913,21.913,99.852,20.897,18.726,3.0000,10.011,-723.760,1629.206,-78.000,-0.0000,-0.0000,1.0000,17.039,-10.667,5.707,Static,Carpet,shape,000001E0B27E9600,-,0,1,0,-
3,373.374,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,19.225,19.225,56.968,49.245,2.437,6.0000,11.658,-738.368,1633.652,2.569,0.0705,0.6347,-0.7696,34.442,-25.776,-23.966,-,Skin,shape,000001E0B7712200,9,1,1,0,-
4,373.375,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,19.225,19.225,56.968,23.147,1.837,7.0000,23.052,-738.368,1633.652,2.569,0.0705,0.6347,-0.7696,-7.264,18.935,-11.158,-,Skin,shape,000001E0B7711600,15,1,1,0,-
5,426.172,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,18.102,18.102,237.917,88.881,26.097,3.0000,10.011,-720.115,1626.667,-78.000,0.0000,-0.0050,1.0000,69.816,-48.632,25.702,Static,Carpet,shape,000001E0B27E9600,-,1,1,0,-
6,463.867,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,88.809,88.809,71.470,109.185,2.652,6.0000,20.487,-738.409,1642.555,-35.586,0.3324,-0.8395,-0.4298,8.209,19.713,-107.076,-,Skin,shape,000001E0B7711300,17,1,1,0,-
7,463.867,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,88.809,88.809,71.470,192.284,5.185,4.0000,8.334,-738.409,1642.555,-35.586,0.3324,-0.8395,-0.4298,77.828,-27.473,-173.670,-,Skin,shape,000001E0B7713100,2,1,1,0,-
8,521.098,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,108.045,108.045,183.493,170.553,5.806,6.0000,19.675,-722.633,1626.638,-78.001,0.0000,-0.0632,0.9980,86.654,-75.423,-126.059,Static,Carpet,shape,000001E0B27E9600,-,1,1,0,-
9,561.033,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,203.573,203.573,264.614,208.091,10.253,6.0000,20.487,-728.925,1635.453,-78.000,0.0000,0.0000,1.0000,42.008,-1.526,-203.801,Static,Carpet,shape,000001E0B27E9600,-,1,1,0,-
10,561.034,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,225.844,225.844,254.468,135.587,14.800,6.0000,19.675,-727.386,1636.921,-78.000,-0.0000,-0.0000,1.0000,80.450,-65.242,-87.493,Static,Carpet,shape,000001E0B27E9600,-,0,1,0,-
11,561.458,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,283.643,283.643,318.402,228.528,12.428,6.0000,19.675,-761.527,1621.253,-79.650,0.0000,0.0000,1.0000,26.768,-181.236,-136.609,Static,Wood,shape,000001E0B298EB00,-,1,1,0,-
12,561.460,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,66.155,66.155,170.631,262.488,8.110,6.0000,11.658,-732.714,1637.808,-49.796,-0.0723,0.9616,0.2648,6.194,57.011,-256.147,-,Skin,shape,000001E0B7713100,2,1,1,0,-
13,561.460,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,66.155,66.155,170.631,122.682,10.386,6.0000,20.487,-732.714,1637.808,-49.796,-0.0723,0.9616,0.2648,110.891,45.724,-25.758,-,Skin,shape,000001E0B7711600,15,1,1,0,-
14,581.340,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,40.190,40.190,318.846,73.264,14.324,6.0000,20.487,-758.612,1620.572,-79.650,-0.0000,-0.0000,1.0000,-10.570,-27.287,-67.166,Static,Wood,shape,000001E0B298EB00,-,1,1,0,-
15,600.805,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,22.260,22.260,258.151,92.988,11.608,6.0000,20.487,-724.769,1635.798,-79.650,0.0000,-0.0000,1.0000,27.594,53.431,-70.925,Static,Wood,shape,000001E0B298EB00,-,1,1,0,-
16,601.247,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,104.265,104.265,101.701,224.817,9.904,4.0000,8.334,-723.595,1640.632,-69.368,-0.4924,0.6360,0.5942,93.774,7.275,-204.197,-,Skin,shape,000001E0B7712E00,4,1,1,0,-
17,601.247,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,104.265,104.265,101.701,81.823,5.955,6.0000,19.675,-723.595,1640.632,-69.368,-0.4924,0.6360,0.5942,81.578,-4.123,4.791,-,Skin,shape,000001E0B7711300,17,1,1,0,-
18,642.332,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,161.711,161.711,82.693,166.610,9.849,4.0000,8.334,-726.329,1648.645,-78.000,0.0000,0.0000,1.0000,38.847,13.708,-161.437,Static,Carpet,shape,000001E0B27E9600,-,1,1,0,-
19,663.026,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,136.549,136.549,94.919,146.894,9.889,6.0000,11.658,-746.636,1655.931,-54.860,0.6447,0.3560,-0.6765,-31.410,100.200,-102.719,-,Skin,shape,000001E0B7712500,6,1,1,0,-
20,663.027,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,136.549,136.549,94.919,413.978,13.351,4.0000,18.878,-746.636,1655.931,-54.860,0.6447,0.3560,-0.6765,-94.808,242.917,-321.528,-,Skin,shape,000001E0B7711600,15,1,1,0,-
21,663.030,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,233.794,233.794,77.166,236.695,30.866,4.0000,8.334,-797.230,1637.904,-78.000,0.0000,0.0000,1.0000,-35.270,14.197,-233.621,Static,Carpet,shape,000001E0B27E9600,-,1,1,0,-
22,683.410,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R UpperArm [RUar],12,469.543,469.543,105.997,406.896,16.523,2.0000,14.463,-752.387,1673.952,-78.000,0.0000,0.0000,1.0000,-21.773,147.463,-378.609,Static,Carpet,shape,000001E0B27E9600,-,1,1,0,-
