seq,t_ms,game_hour,event,phase,actor,actor_id,limb,limb_index,impact_speed,normal_speed,tangent_speed,body_speed,angular_speed,mass,limb_radius,pos_x,pos_y,pos_z,nrm_x,nrm_y,nrm_z,vel_x,vel_y,vel_z,other_layer,other_material,material_source,other_body,other_limb,manifold_first,manifold_last,dropped,state
1,100.000,0.0000,state,unknown,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,0,ragdoll_start
2,104.378,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,49.583,49.583,10.158,68.263,5.267,3.0000,10.011,-529.656,-109.435,-318.000,-0.0000,0.0000,1.0000,-0.769,14.400,-66.722,Static,Carpet,shape,000001E85C138D00,-,1,1,0,-
3,104.380,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,28.844,28.844,27.368,22.186,7.282,3.0000,10.011,-560.308,-94.597,-318.006,-0.1557,-0.0000,0.9878,-9.537,17.328,-10.051,Static,Carpet,shape,000001E85C138D00,-,1,1,0,-
4,104.383,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,10.455,10.455,45.639,22.279,4.047,2.0000,11.658,-531.343,-94.534,-234.902,0.9983,0.0042,-0.0585,14.467,-16.819,2.045,-,Skin,shape,000001E8A57EE500,6,1,1,0,-
5,104.383,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,10.455,10.455,45.639,68.792,1.537,4.0000,18.878,-531.343,-94.534,-234.902,0.9983,0.0042,-0.0585,6.341,-65.430,20.273,-,Skin,shape,000001E8A57ECD00,14,1,1,0,-
6,104.385,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,25.489,25.489,295.041,44.517,25.893,4.0000,8.334,-532.959,-97.155,-253.590,0.9261,-0.3757,0.0339,-21.438,34.776,-17.684,-,-,-,000001E8A57EFD00,0,1,1,0,-
7,104.386,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC COM [COM ],0,25.489,25.489,295.041,8.026,7.860,50.0000,17.687,-532.959,-97.155,-253.590,0.9261,-0.3757,0.0339,-3.658,5.135,-4.966,-,Skin,shape,000001E8A57ECA00,16,1,1,0,-
8,104.386,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,8.365,8.365,282.173,44.517,25.893,4.0000,8.334,-531.193,-98.268,-255.878,0.9040,-0.3256,0.2771,-21.438,34.776,-17.684,-,Skin,shape,000001E8A57EFA00,1,1,1,0,-
9,104.386,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,8.365,8.365,282.173,63.194,2.466,6.0000,20.487,-531.193,-98.268,-255.878,0.9040,-0.3256,0.2771,-1.249,4.797,-62.999,-,Skin,shape,000001E8A57ECA00,16,1,1,0,-
10,124.878,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,47.691,47.691,58.773,14.662,14.101,3.0000,10.011,-529.509,-109.400,-319.650,-0.0000,0.0000,1.0000,3.779,1.093,-14.124,Static,Wood,shape,000001E85C301900,-,1,1,0,-
