seq,t_ms,game_hour,event,phase,actor,actor_id,limb,limb_index,impact_speed,normal_speed,tangent_speed,body_speed,angular_speed,mass,limb_radius,pos_x,pos_y,pos_z,nrm_x,nrm_y,nrm_z,vel_x,vel_y,vel_z,other_layer,other_material,material_source,other_body,other_limb,manifold_first,manifold_last,dropped,state
19,2.753,0.0000,state,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
20,2.753,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC COM [COM ],0,0.000,0.000,0.000,18.904,0.789,51.5000,18.217,-246.289,-232.066,-247.089,0.0000,0.0000,0.0000,-17.443,7.287,0.050,-,-,-,0000000000000000,-,0,0,-,session_start
21,2.753,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC L Thigh [LThg],1,0.000,0.000,0.000,24.569,2.144,6.1800,21.102,-253.088,-231.694,-246.837,0.0000,0.0000,0.0000,-9.093,-22.544,-3.567,-,-,-,0000000000000000,-,0,0,-,session_start
22,2.753,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC R Thigh [RThg],2,0.000,0.000,0.000,20.845,1.657,6.1800,21.101,-239.490,-232.439,-247.341,0.0000,0.0000,0.0000,-13.648,15.686,1.472,-,-,-,0000000000000000,-,0,0,-,session_start
23,2.754,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC Spine [Spn0],3,0.000,0.000,0.000,20.120,0.718,4.1200,17.816,-246.495,-237.434,-243.150,0.0000,0.0000,0.0000,-18.560,7.720,0.856,-,-,-,0000000000000000,-,0,0,-,session_start
24,2.754,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC R Calf [RClf],4,0.000,0.000,0.000,22.260,1.672,6.1800,20.265,-234.966,-230.846,-283.641,0.0000,0.0000,0.0000,-1.010,22.065,2.760,-,-,-,0000000000000000,-,0,0,-,session_start
25,2.754,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC L Calf [LClf],5,0.000,0.000,0.000,55.420,1.359,6.1800,20.265,-255.399,-228.667,-283.298,0.0000,0.0000,0.0000,1.879,-54.773,-8.228,-,-,-,0000000000000000,-,0,0,-,session_start
26,2.754,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC Spine1 [Spn1],6,0.000,0.000,0.000,23.244,1.178,4.1200,19.445,-246.006,-236.888,-234.168,0.0000,0.0000,0.0000,-22.623,3.239,4.245,-,-,-,0000000000000000,-,0,0,-,session_start
27,2.754,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC L Foot [Lft ],7,0.000,0.000,0.000,48.947,2.278,3.0900,10.311,-255.761,-234.504,-311.481,0.0000,0.0000,0.0000,8.201,-47.862,-6.141,-,-,-,0000000000000000,-,0,0,-,session_start
28,2.754,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC R Foot [Rft ],8,0.000,0.000,0.000,32.615,3.454,3.0900,10.311,-233.707,-236.676,-311.756,0.0000,0.0000,0.0000,-4.714,32.124,3.100,-,-,-,0000000000000000,-,0,0,-,session_start
29,2.754,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC Spine2 [Spn2],9,0.000,0.000,0.000,28.944,1.086,7.2100,23.744,-245.541,-237.625,-224.046,0.0000,0.0000,0.0000,-28.883,1.769,0.644,-,-,-,0000000000000000,-,0,0,-,session_start
30,2.755,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC L UpperArm [LUar],10,0.000,0.000,0.000,35.172,2.243,2.0600,14.897,-258.901,-235.272,-207.815,0.0000,0.0000,0.0000,-23.158,-24.861,-9.097,-,-,-,0000000000000000,-,0,0,-,session_start
31,2.755,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC Neck [Neck],11,0.000,0.000,0.000,36.799,0.825,6.1800,8.684,-244.652,-236.141,-201.411,0.0000,0.0000,0.0000,-36.729,1.053,2.021,-,-,-,0000000000000000,-,0,0,-,session_start
32,2.755,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC R UpperArm [RUar],12,0.000,0.000,0.000,31.290,2.129,2.0600,14.897,-231.480,-238.971,-208.992,0.0000,0.0000,0.0000,-28.790,11.034,5.333,-,-,-,0000000000000000,-,0,0,-,session_start
33,2.755,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC Head [Head],13,0.000,0.000,0.000,38.657,0.802,4.1200,15.561,-244.108,-234.408,-194.016,0.0000,0.0000,0.0000,-38.604,1.957,-0.469,-,-,-,0000000000000000,-,0,0,-,session_start
34,2.755,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC L Forearm [LLar],14,0.000,0.000,0.000,46.046,1.832,2.0600,12.007,-264.984,-238.205,-230.312,0.0000,0.0000,0.0000,-10.506,-43.788,-9.615,-,-,-,0000000000000000,-,0,0,-,session_start
35,2.755,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC R Forearm [RLar],15,0.000,0.000,0.000,35.597,2.133,6.1800,12.007,-227.029,-239.430,-232.077,0.0000,0.0000,0.0000,-33.929,8.559,6.534,-,-,-,0000000000000000,-,0,0,-,session_start
36,2.755,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC L Hand [LHnd],16,0.000,0.000,0.000,39.425,2.907,4.1200,8.584,-268.692,-233.132,-245.566,0.0000,0.0000,0.0000,-11.984,-37.006,-6.426,-,-,-,0000000000000000,-,0,0,-,session_start
37,2.755,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC R Hand [RHnd],17,0.000,0.000,0.000,41.609,1.543,4.1200,8.584,-223.005,-235.369,-247.580,0.0000,0.0000,0.0000,-34.749,20.434,10.309,-,-,-,0000000000000000,-,0,0,-,session_start
