seq,t_ms,game_hour,event,phase,actor,actor_id,limb,limb_index,impact_speed,normal_speed,tangent_speed,body_speed,angular_speed,mass,limb_radius,pos_x,pos_y,pos_z,nrm_x,nrm_y,nrm_z,vel_x,vel_y,vel_z,other_layer,other_material,material_source,other_body,other_limb,manifold_first,manifold_last,dropped,state
19,2.689,0.0000,state,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
20,2.689,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC COM [COM ],0,0.000,0.000,0.000,24.179,0.582,51.5000,18.217,-279.939,-174.434,-255.353,0.0000,0.0000,0.0000,-1.447,-23.962,2.886,-,-,-,0000000000000000,-,0,0,-,session_start
21,2.690,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC L Thigh [LThg],1,0.000,0.000,0.000,21.806,2.369,6.1800,21.102,-273.893,-172.685,-255.120,0.0000,0.0000,0.0000,-2.793,-21.619,0.571,-,-,-,0000000000000000,-,0,0,-,session_start
22,2.690,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC R Thigh [RThg],2,0.000,0.000,0.000,18.903,1.434,6.1800,21.101,-286.184,-176.774,-254.856,0.0000,0.0000,0.0000,1.296,-15.699,-10.449,-,-,-,0000000000000000,-,0,0,-,session_start
23,2.690,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC Spine [Spn0],3,0.000,0.000,0.000,24.106,1.036,4.1200,17.816,-280.124,-168.955,-251.639,0.0000,0.0000,0.0000,-3.262,-23.876,0.617,-,-,-,0000000000000000,-,0,0,-,session_start
24,2.690,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC R Calf [RClf],4,0.000,0.000,0.000,34.261,3.321,6.1800,20.265,-285.707,-188.874,-284.462,0.0000,0.0000,0.0000,0.384,-34.258,0.301,-,-,-,0000000000000000,-,0,0,-,session_start
25,2.690,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC L Calf [LClf],5,0.000,0.000,0.000,59.781,3.156,6.1800,20.265,-275.439,-162.345,-285.003,0.0000,0.0000,0.0000,-3.766,-59.585,-3.044,-,-,-,0000000000000000,-,0,0,-,session_start
26,2.690,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC Spine1 [Spn1],6,0.000,0.000,0.000,40.371,0.797,4.1200,19.445,-280.031,-168.415,-242.603,0.0000,0.0000,0.0000,-5.914,-39.617,5.038,-,-,-,0000000000000000,-,0,0,-,session_start
27,2.690,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC L Foot [Lft ],7,0.000,0.000,0.000,47.839,3.040,3.0900,10.311,-277.113,-144.706,-306.480,0.0000,0.0000,0.0000,-6.236,-30.287,36.501,-,-,-,0000000000000000,-,0,0,-,session_start
28,2.690,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC R Foot [Rft ],8,0.000,0.000,0.000,32.128,1.238,3.0900,10.311,-284.888,-193.342,-312.137,0.0000,0.0000,0.0000,12.035,29.178,-5.999,-,-,-,0000000000000000,-,0,0,-,session_start
29,2.691,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC Spine2 [Spn2],9,0.000,0.000,0.000,64.090,0.916,7.2100,23.744,-280.183,-167.997,-232.375,0.0000,0.0000,0.0000,-8.209,-63.449,3.793,-,-,-,0000000000000000,-,0,0,-,session_start
30,2.691,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC L UpperArm [LUar],10,0.000,0.000,0.000,62.770,0.922,2.0600,14.897,-267.413,-176.496,-215.944,0.0000,0.0000,0.0000,-7.805,-61.739,8.216,-,-,-,0000000000000000,-,0,0,-,session_start
31,2.691,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC Neck [Neck],11,0.000,0.000,0.000,70.909,0.173,6.1800,8.684,-282.352,-176.328,-211.143,0.0000,0.0000,0.0000,-9.058,-70.245,3.417,-,-,-,0000000000000000,-,0,0,-,session_start
32,2.691,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC R UpperArm [RUar],12,0.000,0.000,0.000,83.135,0.406,2.0600,14.897,-294.642,-169.702,-215.472,0.0000,0.0000,0.0000,-11.772,-82.249,-2.823,-,-,-,0000000000000000,-,0,0,-,session_start
33,2.691,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC Head [Head],13,0.000,0.000,0.000,67.962,0.276,4.1200,15.561,-281.903,-178.310,-202.276,0.0000,0.0000,0.0000,-9.149,-67.150,5.099,-,-,-,0000000000000000,-,0,0,-,session_start
34,2.691,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC L Forearm [LLar],14,0.000,0.000,0.000,46.070,1.578,2.0600,12.007,-259.814,-177.065,-235.043,0.0000,0.0000,0.0000,1.699,-45.480,7.148,-,-,-,0000000000000000,-,0,0,-,session_start
35,2.691,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC R Forearm [RLar],15,0.000,0.000,0.000,85.836,0.637,6.1800,12.007,-299.106,-161.154,-233.917,0.0000,0.0000,0.0000,-9.877,-85.126,-4.896,-,-,-,0000000000000000,-,0,0,-,session_start
36,2.691,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC L Hand [LHnd],16,0.000,0.000,0.000,33.591,0.822,4.1200,8.584,-259.560,-187.573,-247.833,0.0000,0.0000,0.0000,8.235,-32.532,-1.488,-,-,-,0000000000000000,-,0,0,-,session_start
37,2.691,0.0000,limb_sample,unknown,Lennald the Brash [Whiterun Guard],000D0FF6,NPC R Hand [RHnd],17,0.000,0.000,0.000,84.674,2.695,4.1200,8.584,-302.262,-158.981,-250.289,0.0000,0.0000,0.0000,-10.312,-83.777,-6.695,-,-,-,0000000000000000,-,0,0,-,session_start
176,1336.365,11.0052,state,animated,Lennald the Brash [Whiterun Guard],000D0FF6,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,ragdoll_rebuilt
316,1858.695,11.0066,state,animated,Lennald the Brash [Whiterun Guard],000D0FF6,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,ragdoll_rebuilt
406,2381.968,11.0081,state,animated,Lennald the Brash [Whiterun Guard],000D0FF6,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,ragdoll_rebuilt
499,2901.054,11.0095,state,animated,Lennald the Brash [Whiterun Guard],000D0FF6,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,ragdoll_rebuilt
549,3415.591,11.0109,state,animated,Lennald the Brash [Whiterun Guard],000D0FF6,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,ragdoll_rebuilt
566,3917.953,11.0123,state,animated,Lennald the Brash [Whiterun Guard],000D0FF6,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,ragdoll_rebuilt
0,7884.680,11.0229,state,animated,Lennald the Brash [Whiterun Guard],000D0FF6,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,0,session_stop
