seq,t_ms,game_hour,event,phase,actor,actor_id,limb,limb_index,impact_speed,normal_speed,tangent_speed,body_speed,angular_speed,mass,limb_radius,pos_x,pos_y,pos_z,nrm_x,nrm_y,nrm_z,vel_x,vel_y,vel_z,other_layer,other_material,material_source,other_body,other_limb,manifold_first,manifold_last,dropped,state
0,0.944,0.0000,state,unknown,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
1,0.944,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC COM [COM ],0,0.000,0.000,0.000,0.000,0.000,50.0000,17.687,-310.344,-123.973,-249.164,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
2,0.944,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,0.000,0.000,6.0000,20.487,-316.808,-125.370,-249.004,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
3,0.945,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,0.000,0.000,0.000,0.000,0.000,6.0000,20.487,-303.880,-122.576,-249.323,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
4,0.945,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,0.000,0.000,0.000,0.000,0.000,4.0000,17.297,-309.256,-129.039,-245.294,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
5,0.945,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,0.000,0.000,0.000,0.000,0.000,6.0000,19.675,-299.508,-119.214,-284.402,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
6,0.945,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,0.000,0.000,0.000,0.000,0.000,6.0000,19.675,-317.191,-125.620,-284.588,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
7,0.945,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,0.000,0.000,0.000,0.821,0.150,4.0000,18.878,-309.059,-128.476,-236.566,0.0000,0.0000,0.0000,-0.180,-0.738,0.311,-,-,-,0000000000000000,-,0,0,-,session_start
8,0.945,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,0.000,0.000,0.000,0.000,0.000,3.0000,10.011,-315.809,-132.845,-311.544,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
9,0.945,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,0.000,0.000,3.0000,10.011,-295.881,-123.841,-311.638,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
10,0.945,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,0.000,0.000,0.000,0.000,0.000,7.0000,23.052,-308.613,-130.238,-226.870,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
11,0.946,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L UpperArm [LUar],10,0.000,0.000,0.000,3.371,0.454,2.0000,14.463,-321.755,-133.659,-211.944,0.0000,0.0000,0.0000,1.744,-2.883,-0.106,-,-,-,0000000000000000,-,0,0,-,session_start
12,0.946,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Neck [Neck],11,0.000,0.000,0.000,0.000,0.000,6.0000,8.431,-309.129,-130.449,-204.838,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
13,0.946,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R UpperArm [RUar],12,0.000,0.000,0.000,0.177,0.129,2.0000,14.463,-295.947,-127.974,-211.933,0.0000,0.0000,0.0000,0.002,0.053,-0.169,-,-,-,0000000000000000,-,0,0,-,session_start
