seq,t_ms,game_hour,event,phase,actor,actor_id,limb,limb_index,impact_speed,normal_speed,tangent_speed,body_speed,angular_speed,mass,limb_radius,pos_x,pos_y,pos_z,nrm_x,nrm_y,nrm_z,vel_x,vel_y,vel_z,other_layer,other_material,material_source,other_body,other_limb,manifold_first,manifold_last,dropped,state
0,0.975,0.0000,state,unknown,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
1,0.976,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC COM [COM ],0,0.000,0.000,0.000,1.610,0.222,50.0000,17.687,-307.528,-120.607,-253.989,0.0000,0.0000,0.0000,0.640,0.116,-1.473,-,-,-,0000000000000000,-,0,0,-,session_start
2,0.976,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,0.463,0.052,6.0000,20.487,-314.093,-121.576,-254.094,0.0000,0.0000,0.0000,-0.143,-0.214,0.385,-,-,-,0000000000000000,-,0,0,-,session_start
3,0.976,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,0.000,0.000,0.000,5.389,0.322,6.0000,20.487,-301.250,-118.658,-253.861,0.0000,0.0000,0.0000,-0.162,3.537,4.062,-,-,-,0000000000000000,-,0,0,-,session_start
4,0.976,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,0.000,0.000,0.000,1.531,0.212,4.0000,17.297,-306.633,-125.629,-250.083,0.0000,0.0000,0.0000,0.526,-0.219,-1.421,-,-,-,0000000000000000,-,0,0,-,session_start
5,0.976,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,0.000,0.000,0.000,6.206,0.141,6.0000,19.675,-298.455,-118.461,-284.892,0.0000,0.0000,0.0000,0.702,1.731,5.918,-,-,-,0000000000000000,-,0,0,-,session_start
6,0.976,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,0.000,0.000,0.000,3.277,0.157,6.0000,19.675,-316.566,-122.796,-284.977,0.0000,0.0000,0.0000,-0.177,2.988,1.335,-,-,-,0000000000000000,-,0,0,-,session_start
7,0.976,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,0.000,0.000,0.000,1.470,0.154,4.0000,18.878,-307.068,-124.478,-241.321,0.0000,0.0000,0.0000,1.191,0.099,-0.855,-,-,-,0000000000000000,-,0,0,-,session_start
8,0.976,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,0.000,0.000,0.000,0.925,0.455,3.0000,10.011,-316.652,-129.329,-311.432,0.0000,0.0000,0.0000,0.198,0.707,0.563,-,-,-,0000000000000000,-,0,0,-,session_start
9,0.977,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,4.994,1.760,3.0000,10.011,-295.833,-123.972,-311.618,0.0000,0.0000,0.0000,0.976,3.887,-2.980,-,-,-,0000000000000000,-,0,0,-,session_start
10,0.977,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,0.000,0.000,0.000,1.741,0.063,7.0000,23.052,-306.291,-126.565,-231.710,0.0000,0.0000,0.0000,1.555,0.757,-0.197,-,-,-,0000000000000000,-,0,0,-,session_start
11,0.977,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L UpperArm [LUar],10,0.000,0.000,0.000,1.672,0.064,2.0000,14.463,-317.766,-131.436,-215.895,0.0000,0.0000,0.0000,1.357,0.900,0.379,-,-,-,0000000000000000,-,0,0,-,session_start
12,0.977,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Neck [Neck],11,0.000,0.000,0.000,1.503,0.015,6.0000,8.431,-305.863,-126.340,-209.705,0.0000,0.0000,0.0000,1.190,0.917,0.021,-,-,-,0000000000000000,-,0,0,-,session_start
13,0.977,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R UpperArm [RUar],12,0.000,0.000,0.000,1.544,0.033,2.0000,14.463,-293.914,-125.998,-216.805,0.0000,0.0000,0.0000,1.374,0.679,-0.184,-,-,-,0000000000000000,-,0,0,-,session_start
14,0.977,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Head [Head],13,0.000,0.000,0.000,1.394,0.015,4.0000,15.108,-306.647,-124.535,-200.970,0.0000,0.0000,0.0000,1.187,0.729,0.046,-,-,-,0000000000000000,-,0,0,-,session_start
15,0.977,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,3.420,0.249,2.0000,11.658,-321.505,-132.279,-235.395,0.0000,0.0000,0.0000,3.267,0.638,0.788,-,-,-,0000000000000000,-,0,0,-,session_start
16,0.978,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,0.000,0.000,0.000,0.543,0.156,6.0000,11.658,-291.676,-125.878,-236.495,0.0000,0.0000,0.0000,0.141,0.519,-0.075,-,-,-,0000000000000000,-,0,0,-,session_start
17,0.978,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,0.000,0.000,0.000,6.196,0.361,4.0000,8.334,-319.728,-118.544,-242.602,0.0000,0.0000,0.0000,5.895,0.555,1.827,-,-,-,0000000000000000,-,0,0,-,session_start
18,0.978,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,0.000,0.000,0.000,1.795,0.358,4.0000,8.334,-298.035,-113.114,-242.400,0.0000,0.0000,0.0000,-1.647,-0.249,0.671,-,-,-,0000000000000000,-,0,0,-,session_start
19,817.677,10.6962,state,ragdoll,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
20,817.677,10.6962,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC COM [COM ],0,0.000,0.000,0.000,2.425,0.719,50.0000,17.687,-306.777,-120.040,-253.991,0.0000,0.0000,0.0000,0.094,-0.073,-2.422,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
21,817.677,10.6962,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,4.194,0.379,6.0000,20.487,-313.412,-120.971,-254.079,0.0000,0.0000,0.0000,-0.860,2.441,3.301,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
22,817.678,10.6962,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,0.000,0.000,0.000,4.757,0.381,6.0000,20.487,-300.535,-118.134,-253.878,0.0000,0.0000,0.0000,0.167,3.076,3.625,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
23,817.678,10.6962,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,0.000,0.000,0.000,1.209,0.266,4.0000,17.297,-305.880,-125.068,-250.091,0.0000,0.0000,0.0000,-0.077,0.260,-1.178,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
24,817.678,10.6962,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,0.000,0.000,0.000,7.075,0.177,6.0000,19.675,-298.090,-118.195,-284.927,0.0000,0.0000,0.0000,0.372,3.026,6.384,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
25,817.678,10.6962,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,0.000,0.000,0.000,6.502,0.136,6.0000,19.675,-316.280,-122.292,-285.042,0.0000,0.0000,0.0000,-0.129,3.234,5.639,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
26,817.678,10.6962,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,0.000,0.000,0.000,1.027,0.185,4.0000,18.878,-306.294,-123.982,-241.332,0.0000,0.0000,0.0000,0.348,-0.611,-0.748,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
27,817.678,10.6962,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,0.000,0.000,0.000,2.979,1.596,3.0000,10.011,-316.770,-128.779,-311.641,0.0000,0.0000,0.0000,-1.037,2.219,-1.696,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
28,817.678,10.6962,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,3.924,1.818,3.0000,10.011,-295.831,-123.941,-311.627,0.0000,0.0000,0.0000,0.328,3.240,-2.189,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
29,817.678,10.6962,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,0.000,0.000,0.000,0.541,0.071,7.0000,23.052,-305.516,-125.973,-231.700,0.0000,0.0000,0.0000,0.469,-0.267,0.037,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
30,817.678,10.6962,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC L UpperArm [LUar],10,0.000,0.000,0.000,0.553,0.027,2.0000,14.463,-317.024,-130.574,-215.940,0.0000,0.0000,0.0000,0.108,0.446,0.309,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
31,817.679,10.6962,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC Neck [Neck],11,0.000,0.000,0.000,0.458,0.034,6.0000,8.431,-305.102,-125.358,-209.697,0.0000,0.0000,0.0000,0.398,0.197,0.111,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
32,817.679,10.6962,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC R UpperArm [RUar],12,0.000,0.000,0.000,0.388,0.019,2.0000,14.463,-293.078,-125.177,-216.860,0.0000,0.0000,0.0000,0.323,0.202,0.069,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
