seq,t_ms,game_hour,event,phase,actor,actor_id,limb,limb_index,impact_speed,normal_speed,tangent_speed,body_speed,angular_speed,mass,limb_radius,pos_x,pos_y,pos_z,nrm_x,nrm_y,nrm_z,vel_x,vel_y,vel_z,other_layer,other_material,material_source,other_body,other_limb,manifold_first,manifold_last,dropped,state
1,2132.774,0.0000,state,unknown,Eldawyn,15077EF4,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,0,ragdoll_start
2,2137.992,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Foot [Lft ],7,28.169,28.169,13.591,33.023,4.849,3.2400,10.812,-272.859,139.843,-319.650,0.0000,-0.0000,1.0000,9.535,17.807,-26.125,Static,Wood,shape,0000020D52D22800,-,1,1,0,-
3,2137.994,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Foot [Lft ],7,28.344,28.344,18.262,33.023,4.849,3.2400,10.812,-276.006,144.425,-318.006,0.0000,-0.1503,0.9886,9.535,17.807,-26.125,Static,Carpet,shape,0000020E281A7D00,-,1,1,0,-
4,2137.995,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Foot [Lft ],7,28.169,28.169,11.401,33.023,4.849,3.2400,10.812,-272.859,139.843,-318.000,0.0000,-0.0000,1.0000,9.535,17.807,-26.125,Static,Carpet,shape,0000020E280E4A00,-,1,1,0,-
5,2137.996,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Thigh [RThg],2,6.071,6.071,4.235,33.328,1.364,6.4800,22.126,-287.811,147.035,-253.124,-0.9921,0.1246,-0.0173,10.281,-16.321,-27.179,-,Skin,shape,0000020E2DAF7700,1,1,0,0,-
6,2137.996,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Thigh [LThg],1,6.071,6.071,4.235,23.180,2.171,6.4800,22.126,-287.811,147.035,-253.124,-0.9921,0.1246,-0.0173,0.317,-15.071,-17.609,-,Skin,shape,0000020E2DAF6E00,2,1,0,0,-
7,2137.996,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Thigh [RThg],2,13.620,13.620,19.314,33.328,1.364,6.4800,22.126,-286.649,144.432,-275.764,-0.9880,0.1392,-0.0672,10.281,-16.321,-27.179,-,Skin,shape,0000020E2DAF7700,1,0,1,0,-
8,2137.996,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Thigh [LThg],1,13.620,13.620,19.314,23.180,2.171,6.4800,22.126,-286.649,144.432,-275.764,-0.9880,0.1392,-0.0672,0.317,-15.071,-17.609,-,Skin,shape,0000020E2DAF6E00,2,0,1,0,-
9,2137.998,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Foot [Rft ],8,59.588,59.588,88.228,90.027,4.212,3.2400,10.811,-313.706,147.782,-318.000,0.0000,-0.0000,1.0000,65.200,37.893,-49.173,Static,Carpet,shape,0000020E281A7D00,-,1,1,0,-
10,2138.000,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Forearm [LLar],14,10.718,10.718,39.196,59.578,3.072,2.1600,12.590,-274.884,147.047,-237.758,0.9723,-0.0189,0.2329,-16.139,-56.945,6.805,-,Skin,shape,0000020E2DAF6500,3,1,1,0,-
11,2138.001,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Spine [Spn0],3,10.718,10.718,39.196,66.302,1.241,4.3200,18.680,-274.884,147.047,-237.758,0.9723,-0.0189,0.2329,-9.197,-56.192,33.967,-,Skin,shape,0000020E2DAF4A00,14,1,1,0,-
12,2138.002,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Forearm [RLar],15,10.224,10.224,18.903,20.896,4.995,6.4800,12.590,-299.966,150.374,-236.732,-0.9116,0.2387,0.3348,-2.916,-13.107,-16.011,-,Skin,shape,0000020E2DAF6500,3,1,1,0,-
13,2138.002,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Spine [Spn0],3,10.224,10.224,18.903,66.302,1.241,4.3200,18.680,-299.966,150.374,-236.732,-0.9116,0.2387,0.3348,-9.197,-56.192,33.967,-,Skin,shape,0000020E2DAF5300,15,1,1,0,-
14,2162.087,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Foot [Rft ],8,28.696,28.696,161.045,59.663,22.875,3.2400,10.811,-313.033,148.144,-319.650,-0.0000,-0.0000,1.0000,54.415,22.500,-9.610,Static,Wood,shape,0000020D52D22800,-,1,1,0,-
15,2162.583,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Calf [LClf],5,21.323,21.323,66.322,37.554,2.994,6.4800,21.249,-278.266,148.190,-318.000,0.0000,0.0000,1.0000,22.561,7.676,-29.023,Static,Carpet,shape,0000020E281A7D00,-,1,1,0,-
16,2182.917,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Calf [RClf],4,12.033,12.033,180.319,48.896,8.015,6.4800,21.249,-302.865,153.474,-318.000,0.0000,0.0000,1.0000,22.636,13.791,-41.088,Static,Carpet,shape,0000020E281A7D00,-,1,1,0,-
17,2183.496,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Calf [LClf],5,12.476,12.476,58.915,39.129,5.335,6.4800,21.249,-277.332,149.210,-319.650,0.0000,-0.0000,1.0000,28.539,-10.309,-24.705,Static,Wood,shape,0000020D52D22800,-,1,1,0,-
18,2206.683,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Hand [LHnd],16,12.273,12.273,165.497,18.620,11.850,4.3200,9.000,-272.446,143.362,-253.222,0.9535,-0.0935,0.2866,-8.271,-11.626,-11.964,-,Skin,shape,0000020E2DAF7700,1,1,1,0,-
19,2206.684,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Thigh [LThg],1,12.273,12.273,165.497,49.305,2.147,6.4800,22.126,-272.446,143.362,-253.222,0.9535,-0.0935,0.2866,16.783,-43.832,-15.101,-,Skin,shape,0000020E2DAF4700,16,1,1,0,-
20,2224.082,0.0000,state,unknown,Eldawyn,00038258,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,0,actor_gone
21,2276.006,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Hand [RHnd],17,17.950,17.950,203.537,84.127,46.937,4.3200,9.000,-302.019,148.130,-253.878,-0.8037,0.4236,0.4180,48.519,-68.101,9.255,-,Skin,shape,0000020E2DAF6E00,2,1,1,0,-
22,2276.007,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Thigh [RThg],2,17.950,17.950,203.537,38.246,6.547,6.4800,22.126,-302.019,148.130,-253.878,-0.8037,0.4236,0.4180,-6.037,-37.297,-5.942,-,Skin,shape,0000020E2DAF5000,17,1,1,0,-
23,2299.550,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Foot [Lft ],7,33.267,33.267,221.832,114.077,20.497,3.2400,10.812,-267.861,143.511,-318.000,-0.0000,0.0214,0.9998,111.204,20.434,15.154,Static,Carpet,shape,0000020E280E4A00,-,1,1,0,-
24,2300.238,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Hand [LHnd],16,84.583,84.583,58.359,153.035,2.695,4.3200,9.000,-276.664,137.805,-245.694,0.9833,-0.1344,-0.1231,-84.146,-106.700,70.386,-,-,-,0000020E2DAF7A00,0,1,1,0,-
25,2300.239,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC COM [COM ],0,84.583,84.583,58.359,106.866,2.280,43.2000,19.410,-276.664,137.805,-245.694,0.9833,-0.1344,-0.1231,-5.493,-105.982,-12.570,-,Skin,shape,0000020E2DAF4700,16,1,1,0,-
26,2300.240,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Hand [LHnd],16,75.520,75.520,72.414,153.035,2.695,4.3200,9.000,-276.625,135.230,-247.175,0.9961,0.0886,0.0044,-84.146,-106.700,70.386,-,Skin,shape,0000020E2DAF6500,3,1,1,0,-
27,2300.240,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Spine [Spn0],3,75.520,75.520,72.414,124.885,3.059,4.3200,18.680,-276.625,135.230,-247.175,0.9961,0.0886,0.0044,-5.822,-122.398,-24.106,-,Skin,shape,0000020E2DAF4700,16,1,1,0,-
28,2326.378,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Foot [Lft ],7,36.012,36.012,190.640,113.395,17.430,3.2400,10.812,-265.267,144.667,-318.000,-0.0000,-0.0000,1.0000,107.204,34.252,13.874,Static,Carpet,shape,0000020E281A7D00,-,1,1,0,-
29,2326.388,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Hand [RHnd],17,19.051,19.051,205.755,157.328,34.462,4.3200,9.000,-299.260,143.225,-245.906,-0.8985,0.4337,-0.0685,15.180,-149.774,45.710,-,-,-,0000020E2DAF7A00,0,1,1,0,-
30,2326.388,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC COM [COM ],0,19.051,19.051,205.755,125.153,10.940,43.2000,19.410,-299.260,143.225,-245.906,-0.8985,0.4337,-0.0685,-13.717,-123.638,-13.741,-,Skin,shape,0000020E2DAF5000,17,1,1,0,-
31,2326.389,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Hand [RHnd],17,32.687,32.687,229.134,157.328,34.462,4.3200,9.000,-300.635,141.065,-247.287,-0.7864,0.6160,0.0468,15.180,-149.774,45.710,-,Skin,shape,0000020E2DAF6500,3,1,1,0,-
32,2326.389,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Spine [Spn0],3,32.687,32.687,229.134,146.906,2.100,4.3200,18.680,-300.635,141.065,-247.287,-0.7864,0.6160,0.0468,-26.072,-143.414,-18.270,-,Skin,shape,0000020E2DAF5000,17,1,1,0,-
33,2400.942,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Forearm [LLar],14,11.906,11.906,50.611,312.501,7.669,2.1600,12.590,-284.601,96.216,-240.912,0.9355,0.3107,0.1681,-84.859,-291.750,-73.060,-,Skin,shape,0000020E2DAF5F00,9,1,1,0,-
34,2400.942,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Spine2 [Spn2],9,11.906,11.906,50.611,375.027,7.436,7.5600,24.896,-284.601,96.216,-240.912,0.9355,0.3107,0.1681,-57.261,-272.536,-251.179,-,Skin,shape,0000020E2DAF4A00,14,1,1,0,-
35,2501.937,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Forearm [LLar],14,31.079,31.079,182.700,386.771,13.263,2.1600,12.590,-288.902,82.617,-261.730,0.7358,-0.2995,0.6074,-127.367,-273.487,-242.021,-,Skin,shape,0000020E2DAF6200,6,1,1,0,-
36,2501.938,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Spine1 [Spn1],6,31.079,31.079,182.700,350.605,3.092,4.3200,20.389,-288.902,82.617,-261.730,0.7358,-0.2995,0.6074,-30.465,-256.809,-236.739,-,Skin,shape,0000020E2DAF4A00,14,1,1,0,-
37,2502.682,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Hand [RHnd],17,62.582,62.582,111.769,382.494,8.011,4.3200,9.000,-306.174,106.848,-265.188,-0.6512,-0.4220,0.6308,-43.346,-277.079,-260.095,-,Skin,shape,0000020E2DAF6E00,2,1,1,0,-
38,2502.683,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Thigh [RThg],2,62.582,62.582,111.769,246.033,5.434,6.4800,22.126,-306.174,106.848,-265.188,-0.6512,-0.4220,0.6308,-27.449,-231.375,-79.022,-,Skin,shape,0000020E2DAF5000,17,1,1,0,-
39,2577.930,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Head [Head],13,337.356,337.356,233.819,417.106,2.082,4.3200,16.317,-307.443,28.402,-318.000,-0.0000,0.0000,1.0000,37.817,-242.272,-337.419,Static,Carpet,shape,0000020E280E4A00,-,1,1,0,-
40,2602.632,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Hand [LHnd],16,87.055,87.055,136.790,464.182,7.496,4.3200,9.000,-301.463,62.344,-283.024,0.3638,0.0401,0.9306,-151.458,-296.549,-323.395,-,Skin,shape,0000020E2DAF6200,6,1,1,0,-
41,2602.633,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Spine1 [Spn1],6,87.055,87.055,136.790,358.506,2.604,4.3200,20.389,-301.463,62.344,-283.024,0.3638,0.0401,0.9306,-21.325,-219.794,-282.422,-,Skin,shape,0000020E2DAF4700,16,1,1,0,-
42,2603.402,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Spine2 [Spn2],9,228.255,228.255,465.563,368.813,11.251,7.5600,24.896,-299.515,44.206,-318.000,-0.0000,0.0000,1.0000,-10.839,-294.279,-222.048,Static,Carpet,shape,0000020E280E4A00,-,1,1,0,-
43,2603.408,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Head [Head],13,11.061,11.061,25.317,283.954,27.495,4.3200,16.317,-306.652,21.804,-319.650,-0.0000,0.0000,1.0000,23.457,-282.541,-15.821,Static,Wood,shape,0000020D52D22E00,-,1,1,0,-
44,2626.093,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Forearm [LLar],14,110.570,110.570,171.005,192.794,17.203,2.1600,12.590,-297.691,62.042,-290.259,0.1192,-0.6785,0.7249,-57.204,-134.789,-125.415,-,Skin,shape,0000020E2DAF6500,3,1,1,0,-
45,2626.094,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Spine [Spn0],3,110.570,110.570,171.005,275.216,0.735,4.3200,18.680,-297.691,62.042,-290.259,0.1192,-0.6785,0.7249,-45.671,-245.727,-115.223,-,Skin,shape,0000020E2DAF4A00,14,1,1,0,-
46,2626.670,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Thigh [RThg],2,82.928,82.928,8.388,316.569,4.076,6.4800,22.126,-290.313,96.598,-284.722,-0.9950,0.0694,0.0715,-33.690,-287.542,-128.065,-,Skin,shape,0000020E2DAF7700,1,0,1,0,-
47,2626.670,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Thigh [LThg],1,82.928,82.928,8.388,314.740,4.103,6.4800,22.126,-290.313,96.598,-284.722,-0.9950,0.0694,0.0715,-80.312,-278.992,-121.553,-,Skin,shape,0000020E2DAF6E00,2,0,1,0,-
48,2626.672,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Spine1 [Spn1],6,86.926,86.926,500.744,330.243,10.843,4.3200,20.389,-299.673,52.820,-318.000,0.0000,0.0000,1.0000,-33.206,-318.951,-78.916,Static,Carpet,shape,0000020E280E4A00,-,1,1,0,-
49,2626.675,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Hand [LHnd],16,52.425,52.425,277.874,326.190,23.517,4.3200,9.000,-303.908,60.248,-289.976,0.0189,-0.5243,0.8513,-208.154,-191.566,-162.401,-,Skin,shape,0000020E2DAF6500,3,1,1,0,-
50,2626.675,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Spine [Spn0],3,52.425,52.425,277.874,341.575,10.460,4.3200,18.680,-303.908,60.248,-289.976,0.0189,-0.5243,0.8513,-33.047,-296.022,-167.189,-,Skin,shape,0000020E2DAF4700,16,1,1,0,-
51,2626.677,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Forearm [RLar],15,15.068,15.068,186.089,310.597,13.629,6.4800,12.590,-313.293,64.110,-296.386,-0.9789,-0.1138,0.1699,-38.600,-227.805,-207.569,-,Skin,shape,0000020E2DAF6500,3,1,1,0,-
52,2626.677,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Spine [Spn0],3,15.068,15.068,186.089,341.575,10.460,4.3200,18.680,-313.293,64.110,-296.386,-0.9789,-0.1138,0.1699,-33.047,-296.022,-167.189,-,Skin,shape,0000020E2DAF5300,15,1,1,0,-
53,2649.158,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Spine [Spn0],3,91.968,91.968,421.272,279.806,10.535,4.3200,18.680,-297.606,57.308,-318.000,0.0000,0.0000,1.0000,-30.325,-262.542,-91.888,Static,Carpet,shape,0000020E280E4A00,-,1,1,0,-
54,2670.881,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Calf [RClf],4,160.217,160.217,12.651,395.337,6.363,6.4800,21.249,-286.944,105.305,-262.932,-0.9852,0.1622,0.0546,-27.582,-390.707,-53.654,-,Skin,shape,0000020E2DAF7400,5,1,1,0,-
55,2670.883,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Calf [LClf],5,160.217,160.217,12.651,400.958,6.279,6.4800,21.249,-286.944,105.305,-262.932,-0.9852,0.1622,0.0546,-152.372,-368.129,-45.071,-,Skin,shape,0000020E2DAF6B00,4,1,1,0,-
56,2670.892,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Hand [RHnd],17,387.860,387.860,427.628,542.075,11.110,4.3200,9.000,-325.925,57.313,-318.000,-0.0000,0.0000,1.0000,-99.153,-365.333,-388.001,Static,Carpet,shape,0000020E280E4A00,-,1,1,0,-
57,2671.491,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Calf [LClf],5,28.478,28.478,73.479,382.128,7.091,6.4800,21.249,-298.876,84.433,-287.927,0.9936,0.0959,0.0598,-94.187,-365.275,-61.031,-,Skin,shape,0000020E2DAF6E00,2,1,1,0,-
58,2671.492,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Thigh [RThg],2,28.478,28.478,73.479,329.201,2.725,6.4800,22.126,-298.876,84.433,-287.927,0.9936,0.0959,0.0598,-54.797,-291.417,-142.994,-,Skin,shape,0000020E2DAF7400,5,1,1,0,-
59,2671.494,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Calf [RClf],4,36.915,36.915,31.983,396.126,6.549,6.4800,21.249,-294.552,83.816,-288.541,-0.9138,0.3247,0.2440,-81.772,-382.547,-62.349,-,Skin,shape,0000020E2DAF7700,1,1,1,0,-
60,2671.494,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Thigh [LThg],1,36.915,36.915,31.983,323.635,2.226,6.4800,22.126,-294.552,83.816,-288.541,-0.9138,0.3247,0.2440,-82.088,-287.526,-123.815,-,Skin,shape,0000020E2DAF6B00,4,1,1,0,-
61,2671.497,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Spine2 [Spn2],9,31.005,31.005,52.695,213.242,5.921,7.5600,24.896,-309.236,39.409,-287.421,0.1784,-0.7756,-0.6055,-3.557,-213.206,-1.682,-,Skin,shape,0000020E2DAF4700,16,1,1,0,-
62,2671.497,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Hand [LHnd],16,31.005,31.005,52.695,250.614,11.258,4.3200,9.000,-309.236,39.409,-287.421,0.1784,-0.7756,-0.6055,-67.204,-227.452,-80.973,-,Skin,shape,0000020E2DAF5F00,9,1,1,0,-
63,2692.569,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Forearm [RLar],15,16.800,16.800,174.557,234.388,8.104,6.4800,12.590,-327.756,45.613,-318.000,0.0000,0.0000,1.0000,-79.285,-215.756,-45.835,Static,Carpet,shape,0000020E280E4A00,-,1,1,0,-
64,2693.132,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Calf [LClf],5,33.543,33.543,16.790,395.579,6.747,6.4800,21.249,-296.755,92.471,-261.004,0.9002,-0.3441,-0.2670,-98.351,-372.521,-89.655,-,Skin,shape,0000020E2DAF6800,8,1,1,0,-
65,2693.132,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Foot [Rft ],8,33.543,33.543,16.790,491.194,7.975,3.2400,10.811,-296.755,92.471,-261.004,0.9002,-0.3441,-0.2670,-94.748,-481.639,-17.825,-,Skin,shape,0000020E2DAF7400,5,1,1,0,-
66,2693.133,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Thigh [LThg],1,140.992,140.992,293.692,335.091,1.131,6.4800,22.126,-293.685,55.279,-318.000,-0.0000,0.0000,1.0000,-73.638,-298.401,-133.492,Static,Carpet,shape,0000020E280E4A00,-,1,1,0,-
67,2693.134,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Foot [Lft ],7,33.761,33.761,42.554,496.530,8.051,3.2400,10.812,-296.191,90.971,-262.435,0.9833,0.0273,0.1798,-108.811,-484.395,-7.983,-,Skin,shape,0000020E2DAF6B00,4,1,1,0,-
68,2693.134,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Calf [RClf],4,33.761,33.761,42.554,407.144,4.851,6.4800,21.249,-296.191,90.971,-262.435,0.9833,0.0273,0.1798,-71.012,-389.097,-96.578,-,Skin,shape,0000020E2DAF7100,7,1,1,0,-
69,2693.135,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC COM [COM ],0,137.069,137.069,334.641,332.393,5.119,43.2000,19.410,-299.169,48.658,-318.000,0.0000,0.0000,1.0000,-59.493,-281.661,-166.172,Static,Carpet,shape,0000020E280E4A00,-,1,1,0,-
70,2717.552,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R Thigh [RThg],2,113.275,113.275,287.894,307.742,2.074,6.4800,22.126,-310.694,53.351,-318.000,0.0000,0.0000,1.0000,-55.373,-279.897,-115.310,Static,Carpet,shape,0000020E280E4A00,-,1,1,0,-
71,2717.561,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC L Forearm [LLar],14,40.980,40.980,92.034,212.386,5.780,2.1600,12.590,-306.487,40.692,-296.034,-0.0391,-0.6593,0.7509,-103.962,-182.199,-33.216,-,-,-,0000020E2DAF7A00,0,1,1,0,-
72,2717.561,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC COM [COM ],0,40.980,40.980,92.034,275.994,9.258,43.2000,19.410,-306.487,40.692,-296.034,-0.0391,-0.6593,0.7509,-55.430,-265.014,-53.553,-,Skin,shape,0000020E2DAF4A00,14,1,1,0,-
73,2717.565,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC R UpperArm [RUar],12,50.619,50.619,164.684,229.339,7.333,2.1600,15.620,-321.682,9.138,-318.000,-0.0000,0.0000,1.0000,-32.885,-224.779,-31.454,Static,Carpet,shape,0000020E280E4A00,-,1,1,0,-
74,2718.105,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC COM [COM ],0,189.730,189.730,22.603,174.766,25.876,43.2000,19.410,-307.214,42.825,-318.000,0.0000,-0.0000,1.0000,-54.410,-157.245,-53.450,Static,Carpet,shape,0000020E280E4A00,-,0,1,0,-
75,2718.107,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Spine [Spn0],3,67.544,67.544,335.384,325.294,7.659,4.3200,18.680,-300.593,39.447,-319.650,-0.0000,-0.0000,1.0000,-13.868,-313.101,-87.130,Static,Wood,shape,0000020D52D22E00,-,1,1,0,-
76,2741.415,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Spine [Spn0],3,23.768,23.768,274.405,232.977,5.545,4.3200,18.680,-307.765,36.567,-318.000,-0.0000,0.0000,1.0000,7.727,-232.719,-7.776,Static,Carpet,shape,0000020E280E4A00,-,0,1,0,-
77,2741.896,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC COM [COM ],0,52.802,52.802,37.065,123.626,13.530,43.2000,19.410,-307.996,38.293,-319.650,-0.0000,0.0000,1.0000,-35.513,-109.001,46.270,Static,Wood,shape,0000020D52D22E00,-,1,1,0,-
78,2760.883,0.0000,impact,ragdoll,Eldawyn,15077EF4,NPC Spine2 [Spn2],9,9.740,9.740,263.930,227.800,4.755,7.5600,24.896,-306.603,6.544,-318.000,0.0000,0.0000,1.0000,-21.150,-226.789,3.522,Static,Carpet,shape,0000020E280E4A00,-,0,1,0,-
