# What vanilla's own impact system played during this take.
#
# One row per collision the ragdoll path resolved to a sound, observed at the
# moment of the play rather than modelled afterwards. Times share this take's
# clock: the same t_ms the impacts CSV stamps.
#
# descriptor      the SNDR that fired - the name its wav files are found under
# branch          light = SNAM, heavy = NAM1. Vanilla's own loudness decision,
#                 which it makes on (NAM1 exists && magnitude >= threshold)
# heard           1 = it sounded, 0 = we dropped it and played ours instead
# static_atten_db the descriptor's fixed attenuation, in dB
# db_variance     +/- dB the audio engine rolls per play. NOT the roll itself
# files           how many wavs the descriptor picks between, uniformly
#
# What is deliberately absent: which of `files` was drawn, and what
# db_variance and freq_variance actually rolled. Both happen inside
# BSAudioManager after the sound handle is built and are not readable from
# outside it. A row says "one of N files, at this level, plus or minus this
# much" - it does not say which one, and anything reading it must not pretend
# otherwise.
seq,t_ms,descriptor,descriptor_id,impact_id,branch,heard,sound_level,static_atten_db,db_variance,freq_shift,freq_variance,priority,files,pos_x,pos_y,pos_z
80,14492.476,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,292.809,3839.800,383.013
81,14658.971,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,279.965,3814.919,369.708
82,14825.004,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,328.648,3815.146,369.856
83,14994.158,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,280.580,3805.722,355.971
84,15145.354,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,288.683,3804.866,355.916
85,15308.775,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,298.888,3787.964,350.501
86,15478.550,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,301.028,3788.061,350.616
87,15641.742,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,296.085,3796.977,355.420
88,15808.848,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,246.627,3814.217,362.281
89,15975.524,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,243.806,3814.200,362.103
90,16475.376,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,250.622,3800.320,355.583
91,16692.346,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,274.236,3809.925,356.236
92,16862.772,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,261.778,3814.314,363.242
93,17023.923,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,257.558,3800.060,355.614
94,18155.734,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,233.220,3814.677,367.476
95,18339.225,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,197.241,3762.784,339.119
96,18422.591,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,156.348,3727.307,368.084
97,18557.500,-,440B1D3C,440B1D3E,heavy,0,1,3.00,3,0,12,64,7,235.245,3680.673,300.692
98,18898.062,-,440B1D3C,440B1D3E,heavy,0,1,3.00,3,0,12,64,7,237.179,3384.861,141.821
99,19294.579,-,440B1D3C,440B1D3E,heavy,0,1,3.00,3,0,12,64,7,262.115,3171.279,27.241
100,19504.553,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,257.937,3050.306,-15.650
101,19659.882,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,254.374,3008.907,-15.650
102,19828.065,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,189.347,2948.223,-15.650
103,19841.722,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,182.299,2942.884,-11.199
104,19937.293,-,0005A283,0005A285,heavy,0,1,3.00,3,0,12,64,7,228.566,2902.131,-14.222
105,19986.013,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,197.945,2904.855,-15.650
106,20103.960,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,280.847,2823.227,-14.120
107,20539.518,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,183.132,2732.529,-15.650
108,21054.151,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,261.921,2607.957,-15.702
109,21071.854,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,219.695,2671.309,-14.264
110,21106.557,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,252.858,2578.205,-23.657
111,21272.412,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,224.207,2607.978,-17.902
112,21272.982,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,252.309,2607.910,-15.724
113,21437.448,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,223.933,2575.885,-27.584
114,21520.073,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,165.278,2526.884,-19.196
115,21586.689,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,235.836,2479.937,-65.678
116,21604.030,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,223.424,2543.927,-41.496
117,21740.127,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,226.481,2440.183,-79.650
118,21774.539,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,171.940,2509.964,-52.002
119,21893.414,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,165.356,2479.937,-53.511
120,21924.816,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,203.646,2431.865,-79.650
121,22204.130,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,204.737,2385.363,-79.650
122,23811.124,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,144.946,1951.164,-76.465
123,23992.564,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,180.608,1922.987,-79.650
124,24011.087,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,201.710,1874.547,-78.084
125,24160.374,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,159.255,1927.422,-77.092
126,24176.053,-,0005A283,0005A285,heavy,0,1,3.00,3,0,12,64,7,208.848,1874.745,-78.102
127,24370.349,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,194.429,1819.688,-79.650
128,24798.190,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,215.804,1668.765,-78.025
129,24846.521,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,243.368,1674.757,-79.650
130,25006.799,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,262.676,1668.764,-78.026
131,25092.737,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,198.816,1671.040,-79.650
132,25639.310,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,201.762,1507.024,-78.755
133,25737.875,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,160.705,1412.639,-76.133
134,25808.911,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,203.062,1423.317,-77.435
135,25900.129,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,135.363,1440.401,-68.572
136,26051.530,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,153.348,1383.554,-68.228
137,26120.350,-,440B1D3C,440B1D3E,heavy,0,1,3.00,3,0,12,64,7,125.354,1360.848,-74.642
138,26223.057,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,157.826,1412.963,-63.322
139,26384.495,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,164.394,1408.280,-80.290
140,26490.866,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,125.348,1344.414,-71.956
141,26678.465,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,124.738,1311.126,-71.794
142,28093.171,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,147.688,1279.554,-79.650
143,28144.299,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,103.245,1232.578,-71.707
144,28249.168,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,139.849,1274.103,-79.650
145,28301.753,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,119.738,1233.857,-71.671
146,28561.945,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,174.716,1270.912,-79.650
147,28578.956,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,124.952,1236.955,-77.005
148,28718.364,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,173.493,1274.564,-79.650
149,28735.311,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,118.318,1236.677,-71.671
150,28883.961,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,167.666,1272.115,-79.650
151,28900.706,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,125.354,1279.409,-73.400
152,28950.856,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,202.629,1287.935,-78.124
153,29053.886,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,161.686,1256.476,-79.650
154,29145.966,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,125.064,1262.911,-76.197
155,29213.266,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,176.915,1263.019,-79.650
156,29297.536,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,124.878,1225.745,-71.695
157,29602.257,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,47.322,1376.476,-79.651
158,29993.285,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-24.299,1429.343,-79.650
159,30045.886,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-104.450,1370.596,-78.093
160,30300.963,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-75.695,1407.849,-79.718
161,30460.436,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-57.226,1362.425,-79.655
162,30602.021,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-106.144,1366.680,-78.000
163,30637.782,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-60.150,1376.100,-79.651
164,30764.161,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-110.894,1371.512,-78.000
165,30795.085,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-63.233,1378.856,-79.651
166,30952.893,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-104.688,1384.849,-78.002
167,30969.555,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-57.569,1380.727,-79.651
168,31147.523,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-69.142,1416.494,-79.650
169,31317.361,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-61.434,1397.666,-79.651
170,31352.877,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-104.434,1372.062,-78.105
171,31495.824,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-40.824,1419.922,-79.650
172,31511.037,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-119.632,1430.565,-78.000
173,31684.676,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-94.211,1456.424,-79.650
174,31858.982,-,0005A283,0005A285,heavy,0,1,3.00,3,0,12,64,7,-104.406,1511.917,-78.129
175,31859.481,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-102.809,1513.150,-79.650
176,32048.576,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-145.325,1525.474,-78.000
177,32540.773,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-201.831,1429.864,-78.000
178,32540.789,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-208.538,1430.602,-79.650
179,32695.736,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-125.525,1481.964,-78.000
180,32695.766,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-169.899,1424.797,-79.650
181,32866.638,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-137.939,1485.781,-78.000
182,32866.657,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-137.939,1485.781,-79.650
183,33024.893,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-113.935,1478.103,-79.650
184,33024.898,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-113.935,1478.103,-78.000
185,33189.188,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-138.579,1478.856,-78.000
186,33189.205,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-138.579,1478.856,-79.650
187,33347.538,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-143.634,1463.414,-78.000
188,33347.555,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-143.634,1463.414,-79.650
189,33569.851,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-108.570,1474.466,-79.650
190,33569.855,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-108.570,1474.466,-78.000
191,33734.772,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-121.914,1402.762,-79.651
192,33734.776,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-121.981,1402.771,-78.000
193,33893.581,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-101.937,1487.927,-79.650
194,34047.123,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-193.348,1491.632,-78.000
195,34063.731,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-193.875,1493.627,-79.650
196,34221.890,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-104.386,1474.655,-78.148
197,35106.086,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-220.238,1463.451,-78.000
198,35106.100,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-220.238,1463.451,-79.650
199,35261.993,-,0005A283,0005A285,heavy,0,1,3.00,3,0,12,64,7,-158.110,1511.887,-78.000
200,35262.006,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,-158.110,1511.887,-79.650
201,35430.659,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-199.755,1452.405,-78.000
202,35430.670,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-199.755,1452.405,-79.650
203,35589.019,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-201.532,1457.705,-78.000
204,35589.033,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-201.532,1457.705,-79.650
205,35752.787,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-178.482,1462.692,-78.000
206,35752.804,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-180.515,1460.660,-79.665
207,35910.439,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-188.456,1453.299,-78.000
208,35910.456,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-188.456,1453.299,-79.650
209,36141.397,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-208.003,1460.004,-78.000
210,36141.415,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-208.003,1460.004,-79.650
211,36312.732,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-205.912,1456.981,-78.000
212,36312.749,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-205.912,1456.981,-79.650
213,36471.278,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-201.674,1459.314,-78.000
214,36471.295,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-201.674,1459.314,-79.650
215,36664.443,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-201.298,1430.820,-78.000
216,36720.222,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-206.214,1429.779,-79.650
217,37066.817,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-203.246,1495.326,-78.000
218,37102.377,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-198.140,1493.197,-79.650
219,37294.285,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-172.997,1491.434,-78.000
220,37313.394,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-162.011,1514.146,-79.650
221,37519.662,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-199.958,1501.700,-78.000
222,37519.677,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-199.958,1501.700,-79.650
223,37687.151,-,0005A283,0005A285,heavy,0,1,3.00,3,0,12,64,7,-201.332,1516.351,-78.000
224,37760.513,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-149.138,1512.863,-79.650
225,37873.807,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-197.992,1522.230,-78.000
226,38024.140,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-230.751,1398.253,-79.651
227,38043.029,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-221.541,1456.177,-78.000
228,38150.336,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,-270.901,1320.439,-87.562
229,38184.844,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-253.333,1358.671,-79.687
230,38238.306,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-269.174,1372.789,-78.008
231,38597.376,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,-418.980,1162.465,-135.650
232,38614.815,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-416.124,1151.601,-135.652
233,38852.786,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-424.622,1056.062,-171.601
234,38973.209,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,-467.735,994.043,-191.650
