seq,t_ms,game_hour,event,phase,actor,actor_id,limb,limb_index,impact_speed,normal_speed,tangent_speed,body_speed,angular_speed,mass,limb_radius,pos_x,pos_y,pos_z,nrm_x,nrm_y,nrm_z,vel_x,vel_y,vel_z,other_layer,other_material,material_source,other_body,other_limb,manifold_first,manifold_last,dropped,state
1,100.000,0.0000,state,unknown,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,0,ragdoll_start
2,105.651,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,9.321,9.321,87.169,56.239,0.842,6.0000,20.487,-518.291,433.208,-258.891,0.9180,-0.3967,-0.0010,-12.798,46.683,28.632,-,Skin,shape,0000018F3CA8F400,1,1,1,0,-
3,105.652,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,9.321,9.321,87.169,53.007,3.264,6.0000,20.487,-518.291,433.208,-258.891,0.9180,-0.3967,-0.0010,-21.436,27.774,-39.734,-,Skin,shape,0000018F3CA8E800,2,1,1,0,-
4,105.657,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,17.735,17.735,16.852,52.655,1.908,2.0000,11.658,-528.879,424.194,-237.601,-0.7283,-0.6848,-0.0241,-44.314,20.077,-20.143,-,Skin,shape,0000018F3CA8DC00,6,1,1,0,-
5,105.657,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,17.735,17.735,16.852,65.594,1.592,4.0000,18.878,-528.879,424.194,-237.601,-0.7283,-0.6848,-0.0241,-45.269,1.571,-47.443,-,Skin,shape,0000018F3CA8C400,14,1,1,0,-
6,105.657,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,8.719,8.719,15.227,52.655,1.908,2.0000,11.658,-529.078,423.743,-231.276,-0.5858,-0.5259,-0.6167,-44.314,20.077,-20.143,-,Skin,shape,0000018F3CA8D900,9,1,1,0,-
7,105.658,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,8.719,8.719,15.227,58.368,1.654,7.0000,23.052,-529.078,423.743,-231.276,-0.5858,-0.5259,-0.6167,-41.126,20.248,-36.132,-,Skin,shape,0000018F3CA8C400,14,1,1,0,-
8,125.804,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,31.105,31.105,39.036,27.726,6.619,3.0000,10.011,-525.012,455.436,-318.000,0.0000,-0.0000,1.0000,13.160,11.958,-21.273,Static,Carpet,shape,0000018F3647CD00,-,1,1,0,-
9,144.020,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,7.347,7.347,55.638,86.415,4.323,3.0000,10.011,-509.548,419.205,-319.650,0.0000,0.0000,1.0000,76.595,39.775,-4.326,Static,Wood,shape,0000018E5BF03100,-,1,1,0,-
10,144.023,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,67.841,67.841,207.235,86.911,13.878,4.0000,8.334,-529.386,427.349,-258.131,-0.7874,-0.6163,-0.0122,10.645,61.149,-60.836,-,-,-,0000018F3CA8EE00,0,1,1,0,-
11,144.023,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC COM [COM ],0,67.841,67.841,207.235,61.729,7.740,50.0000,17.687,-529.386,427.349,-258.131,-0.7874,-0.6163,-0.0122,-33.865,3.602,-51.485,-,Skin,shape,0000018F3CA8C100,16,1,1,0,-
12,144.024,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,141.981,141.981,212.392,86.911,13.878,4.0000,8.334,-530.481,426.411,-254.156,-0.7332,-0.5664,-0.3763,10.645,61.149,-60.836,-,Skin,shape,0000018F3CA8DF00,3,1,1,0,-
13,144.024,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,141.981,141.981,212.392,122.334,9.303,4.0000,17.297,-530.481,426.411,-254.156,-0.7332,-0.5664,-0.3763,-81.993,-45.160,-78.761,-,Skin,shape,0000018F3CA8C100,16,1,1,0,-
14,182.410,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,45.103,45.103,335.267,108.695,14.473,6.0000,19.675,-506.512,413.029,-318.000,-0.0000,0.0000,1.0000,91.024,28.702,-52.013,Static,Carpet,shape,0000018F3647CD00,-,1,1,0,-
15,201.881,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,92.050,92.050,262.231,85.401,35.781,3.0000,10.011,-527.536,462.942,-319.650,-0.0000,-0.0000,1.0000,30.938,50.671,-61.390,Static,Wood,shape,0000018E5BF03100,-,0,1,0,-
16,201.891,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,92.051,92.051,203.745,85.401,35.781,3.0000,10.011,-527.536,462.942,-318.000,0.0000,0.0000,1.0000,30.938,50.671,-61.390,Static,Carpet,shape,0000018F3647CD00,-,0,1,0,-
17,258.309,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,49.637,49.637,514.051,221.147,41.513,4.0000,8.334,-540.384,421.770,-265.257,-0.4995,-0.3045,-0.8110,-83.185,-36.007,-201.717,-,Skin,shape,0000018F3CA8DC00,6,1,1,0,-
18,258.309,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,49.637,49.637,514.051,257.832,6.564,4.0000,18.878,-540.384,421.770,-265.257,-0.4995,-0.3045,-0.8110,-127.136,-43.682,-220.013,-,Skin,shape,0000018F3CA8C100,16,1,1,0,-
19,296.653,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Head [Head],13,312.419,312.419,576.975,573.416,11.631,4.0000,15.108,-569.397,415.513,-241.627,0.9866,-0.0691,0.1476,-271.791,-279.622,-420.413,Static,ArmorHeavy,shape,0000018E5C5E9F00,-,1,1,0,-
