seq,t_ms,game_hour,event,phase,actor,actor_id,limb,limb_index,impact_speed,normal_speed,tangent_speed,body_speed,angular_speed,mass,limb_radius,pos_x,pos_y,pos_z,nrm_x,nrm_y,nrm_z,vel_x,vel_y,vel_z,other_layer,other_material,material_source,other_body,other_limb,manifold_first,manifold_last,dropped,state
1,632.848,0.0000,state,unknown,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,0,ragdoll_start
2,655.599,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,93.930,93.930,774.579,44.303,51.076,4.0000,8.334,-540.608,475.760,-283.242,0.0649,0.5731,0.8169,-9.038,-30.329,31.004,-,Skin,shape,000001E0B7712E00,4,1,1,0,-
3,655.600,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,93.930,93.930,774.579,62.643,27.684,6.0000,19.675,-540.608,475.760,-283.242,0.0649,0.5731,0.8169,-1.505,-60.816,-14.944,-,Skin,shape,000001E0B7711300,17,1,1,0,-
4,656.307,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,78.264,78.264,267.473,87.803,9.513,6.0000,19.675,-533.780,480.369,-319.650,0.0000,0.0000,1.0000,20.382,-77.915,-34.973,Static,Wood,shape,000001E026894700,-,1,1,0,-
5,768.535,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,77.927,77.927,274.586,184.544,55.701,4.0000,8.334,-525.063,482.540,-260.401,-0.9474,-0.1993,-0.2503,76.221,64.916,155.025,-,Skin,shape,000001E0B7712200,9,1,1,0,-
6,768.536,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,77.927,77.927,274.586,229.168,10.383,7.0000,23.052,-525.063,482.540,-260.401,-0.9474,-0.1993,-0.2503,-6.859,227.000,30.689,-,Skin,shape,000001E0B7711300,17,1,1,0,-
7,788.067,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,49.159,49.159,143.613,218.598,8.046,6.0000,19.675,-526.739,484.446,-309.798,-0.7741,-0.3263,0.5425,-58.077,207.132,-38.837,-,Skin,shape,000001E0B7713700,5,1,1,0,-
8,788.068,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,49.159,49.159,143.613,8.266,23.130,6.0000,19.675,-526.739,484.446,-309.798,-0.7741,-0.3263,0.5425,-1.379,7.805,2.345,-,Skin,shape,000001E0B7712E00,4,1,1,0,-
9,788.506,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,61.492,61.492,119.855,99.770,14.644,6.0000,11.658,-524.440,493.362,-261.946,-0.9195,0.0850,-0.3839,66.833,73.054,-12.270,-,Skin,shape,000001E0B7712200,9,1,1,0,-
10,788.506,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,61.492,61.492,119.855,254.716,8.563,7.0000,23.052,-524.440,493.362,-261.946,-0.9195,0.0850,-0.3839,14.953,253.792,15.690,-,Skin,shape,000001E0B7711600,15,1,1,0,-
11,807.734,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,136.353,136.353,31.031,125.382,7.256,4.0000,18.878,-526.423,499.895,-270.641,0.9873,-0.1544,-0.0372,-1.553,123.552,21.287,-,Skin,shape,000001E0B7711600,15,1,1,0,-
12,807.735,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,136.353,136.353,31.031,159.512,13.791,6.0000,11.658,-526.423,499.895,-270.641,0.9873,-0.1544,-0.0372,76.517,138.105,22.721,-,Skin,shape,000001E0B7712500,6,1,1,0,-
13,825.723,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,141.494,141.494,92.907,210.646,8.588,3.0000,10.011,-526.356,481.267,-307.190,-0.7697,-0.6326,0.0856,15.160,209.244,-18.939,-,Skin,shape,000001E0B7713A00,1,1,1,0,-
14,825.723,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,141.494,141.494,92.907,56.854,3.944,6.0000,20.487,-526.356,481.267,-307.190,-0.7697,-0.6326,0.0856,-11.327,37.350,41.341,-,Skin,shape,000001E0B7712B00,8,1,1,0,-
15,862.473,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,20.644,20.644,223.433,79.987,21.085,6.0000,19.675,-531.753,480.213,-308.347,0.8930,0.3600,-0.2702,65.695,-34.876,29.424,-,Skin,shape,000001E0B7712B00,8,1,1,0,-
16,862.474,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,20.644,20.644,223.433,175.441,10.118,3.0000,10.011,-531.753,480.213,-308.347,0.8930,0.3600,-0.2702,-42.917,158.348,-62.156,-,Skin,shape,000001E0B7713700,5,1,1,0,-
17,882.205,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,44.941,44.941,148.563,132.287,2.780,3.0000,10.011,-540.245,478.694,-319.650,0.0000,-0.0000,1.0000,-17.131,125.011,-39.732,Static,Wood,shape,000001E026894700,-,1,1,0,-
18,1193.837,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,425.611,425.611,362.583,546.201,9.303,4.0000,8.334,-536.781,639.835,-305.621,-0.0000,-0.5903,0.8072,69.266,521.738,-146.038,Static,WoodStairs,shape,000001E0268B7400,-,1,0,0,-
19,1193.838,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,425.611,425.611,362.583,546.201,9.303,4.0000,8.334,-536.781,639.835,-305.621,-0.0000,-0.5903,0.8072,69.266,521.738,-146.038,Static,WoodStairs,shape,000001E0268B7400,-,0,1,0,-
20,1213.245,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R UpperArm [RUar],12,133.465,133.465,620.204,507.423,22.012,2.0000,14.463,-524.133,626.842,-319.650,-0.0000,0.0000,1.0000,-90.965,483.211,-125.342,Static,Wood,shape,000001E026894700,-,1,1,0,-
21,1213.248,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,346.880,346.880,97.665,346.282,20.437,6.0000,11.658,-534.626,639.838,-308.408,-0.0000,-1.0000,0.0000,-45.222,339.029,-54.086,Static,WoodStairs,shape,000001E0268B7400,-,1,0,0,-
22,1213.248,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,243.307,243.307,192.699,346.282,20.437,6.0000,11.658,-534.580,639.715,-305.779,-0.0000,-0.9342,0.3567,-45.222,339.029,-54.086,Static,WoodStairs,shape,000001E0268B7400,-,0,0,0,-
23,1213.249,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,243.307,243.307,192.699,346.282,20.437,6.0000,11.658,-534.580,639.715,-305.779,-0.0000,-0.9342,0.3567,-45.222,339.029,-54.086,Static,WoodStairs,shape,000001E0268B7400,-,0,1,0,-
24,1213.743,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Head [Head],13,280.259,280.259,446.488,559.867,6.870,4.0000,15.108,-493.749,640.036,-305.554,-0.0000,-0.1045,0.9945,-26.372,509.277,-231.067,Static,WoodStairs,shape,000001E0268B7400,-,1,0,0,-
25,1213.744,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Head [Head],13,240.706,240.706,468.996,559.867,6.870,4.0000,15.108,-493.749,640.036,-305.554,0.0000,-0.0177,0.9998,-26.372,509.277,-231.067,Static,WoodStairs,shape,000001E0268B7400,-,0,1,0,-
26,1232.153,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R UpperArm [RUar],12,392.088,392.088,300.637,268.532,27.871,2.0000,14.463,-514.730,639.692,-311.686,0.0000,-1.0000,0.0000,-59.869,259.910,-31.182,Static,WoodStairs,shape,000001E0268B7400,-,1,1,0,-
27,1232.156,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R UpperArm [RUar],12,67.065,67.065,349.244,268.532,27.871,2.0000,14.463,-514.730,633.760,-319.650,-0.0000,-0.0000,1.0000,-59.869,259.910,-31.182,Static,Wood,shape,000001E026894700,-,0,1,0,-
28,1232.660,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Neck [Neck],11,27.988,27.988,351.036,322.066,21.074,6.0000,8.431,-497.208,641.750,-305.554,0.0000,0.0000,1.0000,-46.771,317.412,-28.079,Static,WoodStairs,shape,000001E0268B7400,-,1,1,0,-
29,1252.429,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,94.032,94.032,145.098,327.754,13.964,7.0000,23.052,-503.935,639.807,-305.644,0.0000,-0.6714,0.7411,103.958,296.886,92.054,Static,WoodStairs,shape,000001E0268B7400,-,1,0,0,-
30,1252.432,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,94.032,94.032,145.098,327.754,13.964,7.0000,23.052,-503.935,639.807,-305.644,0.0000,-0.6714,0.7411,103.958,296.886,92.054,Static,WoodStairs,shape,000001E0268B7400,-,0,1,0,-
31,1271.740,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R UpperArm [RUar],12,18.672,18.672,17.394,139.098,19.142,2.0000,14.463,-513.415,639.700,-309.359,-0.0000,-1.0000,0.0000,88.443,-14.576,106.366,Static,WoodStairs,shape,000001E0268B7400,-,0,1,0,-
32,1271.744,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,261.267,261.267,524.359,102.307,18.117,6.0000,11.658,-524.590,622.125,-300.211,-0.2881,0.3562,-0.8889,86.722,-43.517,32.438,-,-,-,000001E0B7713D00,0,1,1,0,-
33,1271.744,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC COM [COM ],0,261.267,261.267,524.359,512.436,28.899,50.0000,17.687,-524.590,622.125,-300.211,-0.2881,0.3562,-0.8889,-30.273,504.471,84.756,-,Skin,shape,000001E0B7711600,15,1,1,0,-
34,1271.745,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,378.003,378.003,408.906,102.307,18.117,6.0000,11.658,-523.517,619.335,-301.010,-0.3713,0.6214,-0.6899,86.722,-43.517,32.438,-,Skin,shape,000001E0B7713100,2,1,1,0,-
35,1271.745,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,378.003,378.003,408.906,498.806,19.448,6.0000,20.487,-523.517,619.335,-301.010,-0.3713,0.6214,-0.6899,17.992,495.074,58.187,-,Skin,shape,000001E0B7711600,15,1,1,0,-
