seq,t_ms,frame,game_hour,event,phase,actor,actor_id,limb,limb_index,impact_speed,normal_speed,tangent_speed,body_speed,angular_speed,mass,limb_radius,pos_x,pos_y,pos_z,nrm_x,nrm_y,nrm_z,vel_x,vel_y,vel_z,other_layer,other_material,material_source,other_body,other_limb,manifold_first,manifold_last,dropped,state
4232,35894.214,857,10.5433,separate,getup,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,10.226,0.781,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,2.617,9.767,1.526,DeadBip,-,-,00000230B611E500,8,0,0,-,
4233,35913.143,858,10.5433,touch,getup,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,64.421,2.171,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-38.791,50.282,-10.818,DeadBip,-,-,00000230B611F100,1,0,0,-,
4234,35913.144,858,10.5433,touch,getup,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,17.320,2.770,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,-8.260,8.329,12.743,DeadBip,-,-,00000230B611E500,8,0,0,-,
4235,35913.155,858,10.5433,separate,getup,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,0.000,0.000,0.000,78.618,3.183,7.0000,23.052,0.000,0.000,0.000,0.0000,0.0000,0.0000,-11.597,-25.950,73.300,Static,-,-,000002306A0C2200,-,0,0,-,
4236,35932.035,859,10.5433,separate,getup,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,0.000,0.000,0.000,41.543,1.974,4.0000,17.297,0.000,0.000,0.000,0.0000,0.0000,0.0000,-6.836,-16.659,37.438,Static,-,-,000002306A0C2200,-,0,0,-,
4237,35932.513,859,10.5433,touch,getup,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,0.000,0.000,0.000,36.826,0.961,7.0000,23.052,0.000,0.000,0.000,0.0000,0.0000,0.0000,25.814,9.995,24.287,DeadBip,-,-,00000230B611C700,14,0,0,-,
4238,35932.513,859,10.5433,touch,getup,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,59.510,3.327,2.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,54.550,14.314,18.998,DeadBip,-,-,00000230B611DC00,9,0,0,-,
4239,35951.921,860,10.5433,impact,getup,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,41.182,41.182,61.920,44.990,3.992,7.0000,23.052,-851.072,1640.044,-58.055,0.9941,0.0936,0.0547,40.364,5.342,19.139,DeadBip,Skin,shape,00000230B611C700,14,1,1,-,
4240,35951.922,860,10.5433,impact,getup,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,41.182,41.182,61.920,68.846,10.129,2.0000,11.658,-851.072,1640.044,-58.055,0.9941,0.0936,0.0547,64.048,-25.250,-0.219,DeadBip,Skin,shape,00000230B611DC00,9,1,1,-,
4241,35973.180,861,10.5434,separate,getup,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,0.000,0.000,0.000,5.685,1.337,4.0000,17.297,0.000,0.000,0.000,0.0000,0.0000,0.0000,2.331,-1.165,5.052,Static,-,-,000002306AE2D600,-,0,0,-,
4242,36013.956,862,10.5435,touch,getup,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,0.000,0.000,0.000,24.695,2.162,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,21.463,8.853,8.414,DeadBip,-,-,00000230B611E500,8,0,0,-,
4243,36013.957,862,10.5435,touch,getup,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,11.559,2.290,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-4.587,-6.309,8.531,DeadBip,-,-,00000230B611F400,5,0,0,-,
4244,36013.962,862,10.5435,separate,getup,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,0.000,0.000,0.000,72.931,1.573,4.0000,18.878,0.000,0.000,0.000,0.0000,0.0000,0.0000,44.531,-6.980,57.335,Static,-,-,000002306A0C2200,-,0,0,-,
4245,36014.369,862,10.5435,impact,getup,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,23.728,23.728,38.474,37.527,2.079,6.0000,19.675,-780.773,1615.882,-73.204,-0.2359,-0.9702,-0.0544,22.257,15.011,-26.222,DeadBip,Skin,shape,00000230B611E500,8,1,1,-,
4246,36014.370,862,10.5435,impact,getup,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,23.728,23.728,38.474,13.124,1.693,3.0000,10.011,-780.773,1615.882,-73.204,-0.2359,-0.9702,-0.0544,-4.957,-12.145,-0.389,DeadBip,Skin,shape,00000230B611F400,5,1,1,-,
4247,36035.239,863,10.5436,separate,getup,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,0.000,0.000,0.000,36.010,0.755,7.0000,23.052,0.000,0.000,0.000,0.0000,0.0000,0.0000,28.210,2.265,22.265,DeadBip,-,-,00000230B611C700,14,0,0,-,
4248,36035.240,863,10.5436,separate,getup,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,14.824,1.239,2.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,13.072,6.651,-2.150,DeadBip,-,-,00000230B611DC00,9,0,0,-,
4249,36055.900,864,10.5437,separate,getup,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,0.000,0.000,0.000,45.932,4.821,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,-5.409,-42.412,16.785,DeadBip,-,-,00000230B611E500,8,0,0,-,
4250,36055.901,864,10.5437,separate,getup,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,16.536,2.222,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-0.004,14.254,8.382,DeadBip,-,-,00000230B611F400,5,0,0,-,
4251,36077.125,865,10.5437,separate,getup,Proventus Avenicci,0001A67D,NPC COM [COM ],0,0.000,0.000,0.000,13.602,1.474,50.0000,17.687,0.000,0.000,0.000,0.0000,0.0000,0.0000,12.670,2.760,4.107,Static,-,-,000002306AE2D600,-,0,0,-,
4252,36098.199,866,10.5438,touch,getup,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,0.000,0.000,0.000,76.532,2.751,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,72.812,20.635,-11.388,Static,-,-,000002306AE2D600,-,0,0,-,
4253,36098.557,866,10.5438,impact,getup,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,22.862,22.862,27.055,47.877,1.989,6.0000,20.487,-782.462,1645.258,-79.650,0.0000,-0.0000,1.0000,40.070,25.430,-6.322,Static,Wood,shape,000002306AE2D600,-,1,1,-,
4254,36098.559,866,10.5438,impact,getup,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,47.831,47.831,29.513,49.783,2.206,6.0000,19.675,-779.983,1648.137,-78.000,0.0000,-0.0000,1.0000,42.407,5.381,-25.514,Static,Carpet,shape,000002306A0C2200,-,0,1,-,
4255,36117.670,867,10.5439,impact,getup,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,40.586,40.586,19.087,21.080,2.979,6.0000,19.675,-779.691,1648.173,-79.650,0.0000,0.0000,1.0000,9.766,8.161,-16.805,Static,Wood,shape,000002306AE2D600,-,0,1,-,
4256,36174.051,868,10.5439,touch,getup,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,21.030,1.255,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-7.569,19.485,2.304,Static,-,-,000002306A0C2200,-,0,0,-,
4257,36174.055,868,10.5439,separate,getup,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,78.349,6.645,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,61.064,13.760,47.120,Static,-,-,000002306A0C2200,-,0,0,-,
4258,36213.200,869,10.5442,separate,getup,Proventus Avenicci,0001A67D,NPC COM [COM ],0,0.000,0.000,0.000,112.773,2.064,50.0000,17.687,0.000,0.000,0.000,0.0000,0.0000,0.0000,78.673,37.355,71.644,Static,-,-,000002306A0C2200,-,0,0,-,
4259,36334.016,870,10.5444,separate,getup,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,50.503,3.410,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,1.166,48.373,14.467,Static,-,-,000002306A0C2200,-,0,0,-,
4260,36334.018,870,10.5444,touch,getup,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,50.503,3.410,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,1.166,48.373,14.467,Static,-,-,000002306A0C2200,-,0,0,-,
4261,36371.775,871,10.5445,separate,getup,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,117.417,2.120,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,50.223,100.109,35.251,DeadBip,-,-,00000230B611F100,1,0,0,-,
4262,36371.776,871,10.5445,separate,getup,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,118.922,7.773,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,58.596,66.162,79.572,DeadBip,-,-,00000230B611E500,8,0,0,-,
4263,36390.397,872,10.5446,separate,getup,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,0.000,0.000,0.000,99.971,4.054,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,-3.349,98.659,15.791,DeadBip,-,-,00000230B611F100,1,0,0,-,
4264,36390.398,872,10.5446,separate,getup,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,115.531,7.129,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,61.990,60.164,76.713,DeadBip,-,-,00000230B611E800,4,0,0,-,
4265,36446.597,873,10.5448,touch,getup,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,0.000,0.000,0.000,84.314,5.053,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,14.047,74.896,36.086,DeadBip,-,-,00000230B611D000,15,0,0,-,
4266,36446.598,873,10.5448,touch,getup,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,0.000,0.000,0.000,27.104,1.285,6.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,25.426,-9.350,-0.825,DeadBip,-,-,00000230B611EB00,2,0,0,-,
4267,36447.045,873,10.5448,impact,getup,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,10.273,10.273,19.287,40.520,3.028,6.0000,20.487,-789.713,1659.767,-62.679,0.8188,-0.5740,-0.0086,24.331,31.150,8.922,DeadBip,Skin,shape,00000230B611D000,15,1,1,-,
4268,36447.046,873,10.5448,impact,getup,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,10.273,10.273,19.287,10.515,1.500,6.0000,11.658,-789.713,1659.767,-62.679,0.8188,-0.5740,-0.0086,8.441,0.174,-6.268,DeadBip,Skin,shape,00000230B611EB00,2,1,1,-,
4269,36447.144,873,10.5448,separate,getup,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,21.202,1.333,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,5.887,6.076,19.441,Static,-,-,000002306AE2D600,-,0,0,-,
4270,36485.700,874,10.5449,separate,getup,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,0.000,0.000,0.000,53.050,2.933,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,18.394,31.541,38.485,Static,-,-,000002306AE2D600,-,0,0,-,
4271,36560.620,875,10.5451,impact,getup,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,42.314,42.314,12.892,21.811,3.033,6.0000,20.487,-788.935,1662.417,-64.861,0.8646,-0.1171,-0.4886,-5.815,20.255,5.624,DeadBip,Skin,shape,00000230B611D000,15,0,1,-,
4272,36560.621,875,10.5451,impact,getup,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,42.314,42.314,12.892,19.102,1.363,6.0000,11.658,-788.935,1662.417,-64.861,0.8646,-0.1171,-0.4886,8.877,5.687,-15.929,DeadBip,Skin,shape,00000230B611EB00,2,0,1,-,
4273,36560.715,875,10.5451,separate,getup,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,0.000,0.000,0.000,25.479,1.712,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,13.537,21.576,0.639,Static,-,-,000002306AE2D600,-,0,0,-,
4274,36560.719,875,10.5451,touch,getup,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,0.000,0.000,0.000,25.479,1.712,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,13.537,21.576,0.639,Static,-,-,000002306ADDDF00,-,0,0,-,
4275,36577.846,876,10.5451,impact,getup,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,13.807,13.807,48.697,10.449,3.117,6.0000,19.675,-779.561,1664.064,-79.650,0.0000,0.0000,1.0000,-1.548,0.995,-10.286,Static,Wood,shape,000002306ADDDF00,-,1,1,-,
4276,36578.725,876,10.5451,separate,getup,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,0.000,0.000,0.000,44.183,1.673,4.0000,8.334,0.000,0.000,0.000,0.0000,0.0000,0.0000,39.914,16.882,8.601,Static,-,-,000002306AE2D600,-,0,0,-,
4277,36645.404,877,10.5453,separate,getup,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,0.000,0.000,0.000,46.459,6.387,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-33.705,30.085,10.828,Static,-,-,000002306AE2D600,-,0,0,-,
4278,36736.623,878,10.5456,separate,getup,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,21.295,2.054,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,7.796,9.596,17.338,Static,-,-,000002306AE2D600,-,0,0,-,
4279,36831.198,879,10.5459,separate,getup,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,0.000,0.000,0.000,11.072,1.779,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,8.110,2.616,7.070,DeadBip,-,-,00000230B611D000,15,0,0,-,
4280,36831.199,879,10.5459,separate,getup,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,0.000,0.000,0.000,30.459,1.575,6.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,-23.472,17.562,8.273,DeadBip,-,-,00000230B611EB00,2,0,0,-,
4281,36900.014,880,10.5460,touch,getup,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,222.605,2.504,2.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,168.237,-97.293,108.552,DeadBip,-,-,00000230B611F100,1,0,0,-,
4282,36900.015,880,10.5460,touch,getup,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,97.029,8.365,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,-52.759,56.716,58.433,DeadBip,-,-,00000230B611C700,14,0,0,-,
4283,36900.018,880,10.5460,touch,getup,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,0.000,0.000,0.000,240.649,10.204,4.0000,8.334,0.000,0.000,0.000,0.0000,0.0000,0.0000,153.326,-139.488,122.253,DeadBip,-,-,00000230B611F400,5,0,0,-,
4284,36900.018,880,10.5460,touch,getup,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,0.000,0.000,0.000,221.426,10.084,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,-178.244,129.140,24.116,DeadBip,-,-,00000230B611C400,16,0,0,-,
4285,36900.354,880,10.5460,impact,getup,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,26.563,26.563,118.929,146.670,2.409,2.0000,11.658,-811.911,1635.492,-43.808,-0.7178,-0.0711,0.6926,114.667,-59.119,69.773,DeadBip,Skin,shape,00000230B611F100,1,1,1,-,
4286,36900.355,880,10.5460,impact,getup,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,26.563,26.563,118.929,17.930,0.737,6.0000,20.487,-811.911,1635.492,-43.808,-0.7178,-0.0711,0.6926,10.337,-10.687,10.021,DeadBip,Skin,shape,00000230B611C700,14,1,1,-,
4287,36900.356,880,10.5460,impact,getup,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,112.034,112.034,172.161,133.630,2.709,4.0000,8.334,-814.983,1634.100,-47.208,-0.8366,-0.0756,0.5426,82.677,-77.316,71.019,DeadBip,Skin,shape,00000230B611F400,5,1,1,-,
4288,36900.356,880,10.5460,impact,getup,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,112.034,112.034,172.161,138.783,4.495,6.0000,19.675,-814.983,1634.100,-47.208,-0.8366,-0.0756,0.5426,-84.854,103.633,36.341,DeadBip,Skin,shape,00000230B611C400,16,1,1,-,
4289,36916.754,881,10.5460,touch,getup,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,0.000,0.000,0.000,231.327,28.398,4.0000,8.334,0.000,0.000,0.000,0.0000,0.0000,0.0000,112.077,-126.272,158.134,DeadBip,-,-,00000230B611F100,1,0,0,-,
4290,36916.755,881,10.5460,touch,getup,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,74.603,6.097,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,-47.887,43.013,37.715,DeadBip,-,-,00000230B611C400,16,0,0,-,
4291,36917.161,881,10.5460,impact,getup,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,28.578,28.578,43.763,121.472,8.007,4.0000,8.334,-813.445,1635.185,-44.483,-0.8083,-0.3333,0.4853,76.588,-57.727,74.548,DeadBip,Skin,shape,00000230B611F100,1,1,1,-,
4292,36917.162,881,10.5460,impact,getup,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,28.578,28.578,43.763,24.091,0.860,6.0000,20.487,-813.445,1635.185,-44.483,-0.8083,-0.3333,0.4853,-7.242,-13.146,18.844,DeadBip,Skin,shape,00000230B611C400,16,1,1,-,
4293,36949.087,882,10.5461,separate,getup,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,84.211,7.124,2.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,61.443,-37.083,44.057,DeadBip,-,-,00000230B611F100,1,0,0,-,
4294,36949.088,882,10.5461,separate,getup,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,43.191,2.587,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,-18.081,31.911,22.808,DeadBip,-,-,00000230B611C700,14,0,0,-,
4295,36949.090,882,10.5461,separate,getup,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,0.000,0.000,0.000,156.454,3.180,4.0000,8.334,0.000,0.000,0.000,0.0000,0.0000,0.0000,127.240,-81.182,41.199,DeadBip,-,-,00000230B611F400,5,0,0,-,
4296,36949.090,882,10.5461,separate,getup,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,0.000,0.000,0.000,93.103,4.401,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,-69.664,61.072,9.244,DeadBip,-,-,00000230B611C400,16,0,0,-,
4297,36965.574,883,10.5462,touch,getup,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,0.000,0.000,0.000,204.089,8.766,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,-148.970,139.384,5.684,Static,-,-,000002306A0C2200,-,0,0,-,
4298,36965.579,883,10.5462,separate,getup,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,0.000,0.000,0.000,272.027,11.655,4.0000,8.334,0.000,0.000,0.000,0.0000,0.0000,0.0000,213.289,-148.336,80.642,DeadBip,-,-,00000230B611F100,1,0,0,-,
4299,36965.579,883,10.5462,separate,getup,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,87.727,6.120,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,-67.136,42.956,36.655,DeadBip,-,-,00000230B611C400,16,0,0,-,
4300,36966.048,883,10.5462,touch,getup,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,0.000,0.000,0.000,150.721,2.887,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-101.475,111.069,-9.128,Static,-,-,000002306A0C2200,-,0,0,-,
4301,36982.918,884,10.5462,impact,getup,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,69.942,69.942,246.998,217.752,12.457,3.0000,10.011,-804.094,1631.819,-78.000,0.0000,-0.0000,1.0000,-124.964,161.722,-75.139,Static,Carpet,shape,000002306A0C2200,-,1,1,-,
4302,37000.373,885,10.5463,separate,getup,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,0.000,0.000,0.000,24.010,1.797,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,-18.068,-10.031,-12.223,Static,-,-,000002306ADDDF00,-,0,0,-,
4303,37000.376,885,10.5463,touch,getup,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,0.000,0.000,0.000,24.010,1.797,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,-18.068,-10.031,-12.223,Static,-,-,000002306ADDDF00,-,0,0,-,
4304,37000.382,885,10.5463,touch,getup,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,0.000,0.000,0.000,24.010,1.797,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,-18.068,-10.031,-12.223,Static,-,-,000002306AE2D600,-,0,0,-,
4305,37019.612,886,10.5463,touch,getup,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,0.000,0.000,0.000,206.064,17.696,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-72.497,139.925,-132.769,Static,-,-,000002306AE2D600,-,0,0,-,
4306,37020.008,886,10.5463,impact,getup,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,67.001,67.001,66.946,84.095,3.300,3.0000,10.011,-807.168,1634.732,-79.650,-0.0000,0.0000,1.0000,-47.253,31.279,-62.135,Static,Wood,shape,000002306AE2D600,-,1,1,-,
4307,37020.089,886,10.5463,touch,getup,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,25.727,1.782,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-22.636,-7.383,-9.747,Static,-,-,000002306AE2D600,-,0,0,-,
4308,37035.658,887,10.5464,impact,getup,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,17.802,17.802,62.715,54.230,2.451,3.0000,10.011,-763.362,1641.987,-79.650,0.0000,0.0000,1.0000,-48.571,-18.112,-15.929,Static,Wood,shape,000002306AE2D600,-,1,1,-,
4309,37035.756,887,10.5464,touch,getup,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,0.000,0.000,0.000,86.747,1.648,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,-77.631,-36.067,14.058,DeadBip,-,-,00000230B611D000,15,0,0,-,
4310,37035.756,887,10.5464,touch,getup,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,0.000,0.000,0.000,51.175,2.044,6.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,-41.114,-30.379,2.378,DeadBip,-,-,00000230B611EB00,2,0,0,-,
4311,37036.162,887,10.5464,impact,getup,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,33.970,33.970,56.020,106.238,1.938,6.0000,20.487,-794.816,1669.239,-68.791,0.8223,-0.5685,-0.0253,-98.326,-39.952,4.741,DeadBip,Skin,shape,00000230B611D000,15,1,1,-,
4312,37036.163,887,10.5464,impact,getup,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,33.970,33.970,56.020,44.013,1.005,6.0000,11.658,-794.816,1669.239,-68.791,0.8223,-0.5685,-0.0253,-42.778,-9.429,-4.278,DeadBip,Skin,shape,00000230B611EB00,2,1,1,-,
4313,37036.168,887,10.5464,impact,getup,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,50.513,50.513,51.333,69.654,3.316,3.0000,10.011,-814.357,1637.617,-78.000,0.0000,-0.0000,1.0000,-37.824,21.769,-54.287,Static,Carpet,shape,000002306A0C2200,-,0,1,-,
4314,37036.169,887,10.5464,impact,getup,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,50.513,50.513,52.891,69.654,3.316,3.0000,10.011,-814.357,1637.617,-79.650,0.0000,-0.0000,1.0000,-37.824,21.769,-54.287,Static,Wood,shape,000002306AE2D600,-,0,1,-,
4315,37088.369,888,10.5466,touch,getup,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,106.324,5.333,2.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,83.429,-10.143,65.127,DeadBip,-,-,00000230B611DC00,9,0,0,-,
4316,37088.370,888,10.5466,touch,getup,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,0.000,0.000,0.000,80.029,1.673,7.0000,23.052,0.000,0.000,0.000,0.0000,0.0000,0.0000,-59.717,-53.155,-3.619,DeadBip,-,-,00000230B611C700,14,0,0,-,
4317,37088.373,888,10.5466,touch,getup,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,106.324,5.333,2.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,83.429,-10.143,65.127,DeadBip,-,-,00000230B611DF00,6,0,0,-,
4318,37088.373,888,10.5466,touch,getup,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,0.000,0.000,0.000,109.060,1.246,4.0000,18.878,0.000,0.000,0.000,0.0000,0.0000,0.0000,-79.096,-75.076,1.199,DeadBip,-,-,00000230B611C700,14,0,0,-,
4319,37088.861,888,10.5466,impact,getup,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,47.379,47.379,94.862,57.230,2.116,2.0000,11.658,-795.922,1643.693,-22.111,-0.3517,-0.7841,0.5113,49.253,-0.087,29.145,DeadBip,Skin,shape,00000230B611DF00,6,1,1,-,
4320,37088.862,888,10.5466,impact,getup,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,47.379,47.379,94.862,60.643,0.865,4.0000,18.878,-795.922,1643.693,-22.111,-0.3517,-0.7841,0.5113,-46.924,-38.335,-2.482,DeadBip,Skin,shape,00000230B611C700,14,1,1,-,
4321,37088.863,888,10.5466,impact,getup,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,19.064,19.064,77.771,57.230,2.116,2.0000,11.658,-800.279,1645.968,-18.730,0.0566,-0.9801,0.1903,49.253,-0.087,29.145,DeadBip,Skin,shape,00000230B611DC00,9,1,1,-,
4322,37088.863,888,10.5466,impact,getup,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,19.064,19.064,77.771,47.110,0.270,7.0000,23.052,-800.279,1645.968,-18.730,0.0566,-0.9801,0.1903,-37.264,-28.311,-5.411,DeadBip,Skin,shape,00000230B611C700,14,1,1,-,
4323,37105.573,889,10.5466,touch,getup,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,0.000,0.000,0.000,37.763,4.575,6.0000,19.675,0.000,0.000,0.000,0.0000,0.0000,0.0000,-34.270,-7.413,-14.023,Static,-,-,000002306AE2D600,-,0,0,-,
