seq,t_ms,frame,game_hour,event,phase,actor,actor_id,limb,limb_index,impact_speed,normal_speed,tangent_speed,body_speed,angular_speed,mass,limb_radius,pos_x,pos_y,pos_z,nrm_x,nrm_y,nrm_z,vel_x,vel_y,vel_z,other_layer,other_material,material_source,other_body,other_limb,manifold_first,manifold_last,dropped,state
0,2.929,0,0.0000,state,unknown,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,session_start
1,2.937,0,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC COM [COM ],0,0.000,0.000,0.000,0.191,0.012,50.0000,17.687,-585.292,2435.817,-16.952,0.0000,0.0000,0.0000,-0.060,-0.181,-0.015,-,-,-,0000000000000000,-,0,0,-,session_start
2,2.937,0,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,0.125,0.020,6.0000,20.487,-578.777,2433.731,-16.356,0.0000,0.0000,0.0000,0.125,0.001,0.003,-,-,-,0000000000000000,-,0,0,-,session_start
3,2.937,0,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,0.000,0.000,0.000,0.148,0.019,6.0000,20.487,-592.419,2436.125,-17.281,0.0000,0.0000,0.0000,0.078,0.122,-0.030,-,-,-,0000000000000000,-,0,0,-,session_start
4,2.937,0,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,0.000,0.000,0.000,0.217,0.010,4.0000,17.297,-584.408,2441.757,-13.352,0.0000,0.0000,0.0000,0.046,-0.187,0.101,-,-,-,0000000000000000,-,0,0,-,session_start
5,2.937,0,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,0.000,0.000,0.000,0.058,0.011,6.0000,19.675,-597.386,2432.016,-47.614,0.0000,0.0000,0.0000,0.042,0.040,0.002,-,-,-,0000000000000000,-,0,0,-,session_start
6,2.938,0,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,0.000,0.000,0.000,0.187,0.043,6.0000,19.675,-574.355,2429.422,-46.875,0.0000,0.0000,0.0000,0.183,0.009,0.039,-,-,-,0000000000000000,-,0,0,-,session_start
7,2.938,0,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,0.000,0.000,0.000,0.374,0.010,4.0000,18.878,-585.033,2440.603,-4.698,0.0000,0.0000,0.0000,0.096,-0.329,0.150,-,-,-,0000000000000000,-,0,0,-,session_start
8,2.938,0,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,0.000,0.000,0.000,0.477,0.075,3.0000,10.011,-572.257,2434.008,-73.854,0.0000,0.0000,0.0000,0.384,0.283,0.014,-,-,-,0000000000000000,-,0,0,-,session_start
9,2.938,0,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,0.514,0.042,3.0000,10.011,-597.367,2440.087,-73.883,0.0000,0.0000,0.0000,0.513,0.019,-0.033,-,-,-,0000000000000000,-,0,0,-,session_start
10,2.938,0,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,0.000,0.000,0.000,0.470,0.011,7.0000,23.052,-585.785,2440.954,5.123,0.0000,0.0000,0.0000,0.169,-0.431,0.081,-,-,-,0000000000000000,-,0,0,-,session_start
11,2.938,0,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L UpperArm [LUar],10,0.000,0.000,0.000,1.236,0.039,2.0000,14.463,-574.720,2440.623,21.811,0.0000,0.0000,0.0000,0.632,-1.054,0.129,-,-,-,0000000000000000,-,0,0,-,session_start
12,2.938,0,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Neck [Neck],11,0.000,0.000,0.000,0.423,0.014,6.0000,8.431,-587.266,2437.141,26.760,0.0000,0.0000,0.0000,0.210,-0.325,0.173,-,-,-,0000000000000000,-,0,0,-,session_start
13,2.938,0,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R UpperArm [RUar],12,0.000,0.000,0.000,1.117,0.034,2.0000,14.463,-600.951,2435.875,19.367,0.0000,0.0000,0.0000,0.241,-1.074,0.194,-,-,-,0000000000000000,-,0,0,-,session_start
14,2.939,0,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC Head [Head],13,0.000,0.000,0.000,0.560,0.020,4.0000,15.108,-587.623,2434.768,35.245,0.0000,0.0000,0.0000,0.390,-0.327,0.233,-,-,-,0000000000000000,-,0,0,-,session_start
15,2.939,0,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,2.570,0.252,2.0000,11.658,-565.447,2437.871,5.231,0.0000,0.0000,0.0000,0.549,-1.139,2.238,-,-,-,0000000000000000,-,0,0,-,session_start
16,2.939,0,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,0.000,0.000,0.000,1.618,0.052,6.0000,11.658,-604.424,2431.078,1.190,0.0000,0.0000,0.0000,0.373,-1.377,0.762,-,-,-,0000000000000000,-,0,0,-,session_start
17,2.939,0,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,0.000,0.000,0.000,5.612,0.361,4.0000,8.334,-563.950,2421.702,7.716,0.0000,0.0000,0.0000,0.751,-0.964,5.478,-,-,-,0000000000000000,-,0,0,-,session_start
18,2.939,0,0.0000,limb_sample,unknown,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,0.000,0.000,0.000,2.182,0.148,4.0000,8.334,-594.268,2418.345,3.329,0.0000,0.0000,0.0000,0.562,-1.459,1.521,-,-,-,0000000000000000,-,0,0,-,session_start
19,6205.921,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,0.000,0.000,0.000,38.739,0.975,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.867,19.950,-33.195,Static,-,-,000002306A191F00,-,0,0,-,
20,6206.119,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,0.000,0.000,0.000,38.739,0.975,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.867,19.950,-33.195,Static,-,-,000002306ADDF100,-,0,0,-,
21,6206.121,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,0.000,0.000,0.000,20.355,1.249,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,-0.753,-5.067,-19.700,DeadBip,-,-,00000230B611F100,1,0,0,-,
22,6206.121,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,19.107,0.739,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,1.410,-8.908,-16.844,DeadBip,-,-,00000230B611EB00,2,0,0,-,
23,6206.127,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,44.215,1.630,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-5.279,19.446,-39.356,Static,-,-,000002306A191F00,-,0,0,-,
24,6206.129,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,44.215,1.630,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-5.279,19.446,-39.356,Static,-,-,000002306A0C2B00,-,0,0,-,
25,6206.131,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,44.215,1.630,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-5.279,19.446,-39.356,Static,-,-,000002306ADDF100,-,0,0,-,
26,6206.132,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,0.000,0.000,0.000,23.501,2.635,6.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.999,-23.403,1.904,DeadBip,-,-,00000230B611E200,3,0,0,-,
27,6206.132,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,0.000,0.000,0.000,68.043,0.556,4.0000,17.297,0.000,0.000,0.000,0.0000,0.0000,0.0000,2.840,-53.331,42.161,DeadBip,-,-,00000230B611D000,15,0,0,-,
28,6206.133,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,0.000,0.000,0.000,23.501,2.635,6.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.999,-23.403,1.904,DeadBip,-,-,00000230B611DF00,6,0,0,-,
29,6206.133,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,0.000,0.000,0.000,65.110,0.423,4.0000,18.878,0.000,0.000,0.000,0.0000,0.0000,0.0000,-0.224,-57.599,30.357,DeadBip,-,-,00000230B611D000,15,0,0,-,
30,6206.134,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,0.000,0.000,0.000,42.611,16.010,4.0000,8.334,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.264,36.244,-22.406,DeadBip,-,-,00000230B611EE00,0,0,0,-,
31,6206.134,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC COM [COM ],0,0.000,0.000,0.000,3.547,9.670,50.0000,17.687,0.000,0.000,0.000,0.0000,0.0000,0.0000,-0.023,-1.079,-3.379,DeadBip,-,-,00000230B611CD00,17,0,0,-,
32,6206.135,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,0.000,0.000,0.000,42.611,16.010,4.0000,8.334,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.264,36.244,-22.406,DeadBip,-,-,00000230B611EB00,2,0,0,-,
33,6206.135,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,0.000,0.000,0.000,20.355,1.249,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,-0.753,-5.067,-19.700,DeadBip,-,-,00000230B611CD00,17,0,0,-,
34,6206.136,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,40.865,2.995,2.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,-0.273,-40.194,7.365,DeadBip,-,-,00000230B611EE00,0,0,0,-,
35,6206.136,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC COM [COM ],0,0.000,0.000,0.000,3.547,9.670,50.0000,17.687,0.000,0.000,0.000,0.0000,0.0000,0.0000,-0.023,-1.079,-3.379,DeadBip,-,-,00000230B611C700,14,0,0,-,
36,6206.137,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,40.865,2.995,2.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,-0.273,-40.194,7.365,DeadBip,-,-,00000230B611E200,3,0,0,-,
37,6206.137,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,0.000,0.000,0.000,68.043,0.556,4.0000,17.297,0.000,0.000,0.000,0.0000,0.0000,0.0000,2.840,-53.331,42.161,DeadBip,-,-,00000230B611C700,14,0,0,-,
38,6206.138,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,40.865,2.995,2.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,-0.273,-40.194,7.365,DeadBip,-,-,00000230B611DF00,6,0,0,-,
39,6206.138,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,0.000,0.000,0.000,65.110,0.423,4.0000,18.878,0.000,0.000,0.000,0.0000,0.0000,0.0000,-0.224,-57.599,30.357,DeadBip,-,-,00000230B611C700,14,0,0,-,
40,6206.138,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,40.865,2.995,2.0000,11.658,0.000,0.000,0.000,0.0000,0.0000,0.0000,-0.273,-40.194,7.365,DeadBip,-,-,00000230B611DC00,9,0,0,-,
41,6206.139,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,0.000,0.000,0.000,48.697,1.190,7.0000,23.052,0.000,0.000,0.000,0.0000,0.0000,0.0000,-0.365,-44.790,19.108,DeadBip,-,-,00000230B611C700,14,0,0,-,
42,6206.139,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,0.000,0.000,0.000,28.316,9.592,4.0000,8.334,0.000,0.000,0.000,0.0000,0.0000,0.0000,1.446,23.443,-15.815,DeadBip,-,-,00000230B611EE00,0,0,0,-,
43,6206.139,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC COM [COM ],0,0.000,0.000,0.000,3.547,9.670,50.0000,17.687,0.000,0.000,0.000,0.0000,0.0000,0.0000,-0.023,-1.079,-3.379,DeadBip,-,-,00000230B611C400,16,0,0,-,
44,6206.140,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,0.000,0.000,0.000,28.316,9.592,4.0000,8.334,0.000,0.000,0.000,0.0000,0.0000,0.0000,1.446,23.443,-15.815,DeadBip,-,-,00000230B611F100,1,0,0,-,
45,6206.140,0,10.4608,touch,animated,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,19.107,0.739,6.0000,20.487,0.000,0.000,0.000,0.0000,0.0000,0.0000,1.410,-8.908,-16.844,DeadBip,-,-,00000230B611C400,16,0,0,-,
46,6206.155,0,10.4608,impact,animated,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,15.376,31.403,21.781,38.739,0.975,3.0000,10.011,-570.773,2432.002,-79.655,0.0000,0.0000,1.0000,0.867,19.950,-33.195,Static,Wood,shape,000002306A191F00,-,0,0,-,
47,6206.169,0,10.4608,impact,animated,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,15.016,15.869,38.705,17.581,6.413,3.0000,10.011,-568.473,2425.932,-79.650,0.0000,-0.0000,1.0000,1.793,16.217,6.549,Static,Wood,shape,000002306ADDF100,-,1,1,-,
48,6206.175,0,10.4608,impact,animated,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,40.658,43.247,20.527,44.215,1.630,3.0000,10.011,-602.594,2432.024,-79.658,0.0000,0.0000,1.0000,-5.279,19.446,-39.356,Static,Wood,shape,000002306A191F00,-,0,0,-,
49,6206.638,0,10.4608,impact,animated,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,11.669,11.669,22.415,40.830,2.994,2.0000,11.658,-573.170,2436.384,-5.882,0.9863,-0.0030,0.1647,-0.272,-40.160,7.359,DeadBip,Skin,shape,00000230B611E200,3,1,1,-,
50,6206.638,0,10.4608,impact,animated,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,11.669,11.669,22.415,67.985,0.555,4.0000,17.297,-573.170,2436.384,-5.882,0.9863,-0.0030,0.1647,2.837,-53.286,42.126,DeadBip,Skin,shape,00000230B611C700,14,1,1,-,
51,6206.641,0,10.4608,impact,animated,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,6.292,6.292,73.134,28.292,9.588,4.0000,8.334,-573.482,2434.929,-15.142,0.9669,-0.2480,0.0595,1.445,23.423,-15.802,DeadBip,-,-,00000230B611EE00,0,1,1,-,
52,6206.641,0,10.4608,impact,animated,Proventus Avenicci,0001A67D,NPC COM [COM ],0,6.292,6.292,73.134,3.544,9.666,50.0000,17.687,-573.482,2434.929,-15.142,0.9669,-0.2480,0.0595,-0.023,-1.078,-3.376,DeadBip,Skin,shape,00000230B611C400,16,1,1,-,
53,6206.641,0,10.4608,impact,animated,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,10.400,10.400,149.213,42.575,16.003,4.0000,8.334,-596.953,2434.289,-15.199,-0.9617,-0.2681,0.0568,0.264,36.213,-22.387,DeadBip,-,-,00000230B611EE00,0,1,1,-,
54,6206.642,0,10.4608,impact,animated,Proventus Avenicci,0001A67D,NPC COM [COM ],0,10.400,10.400,149.213,3.544,9.666,50.0000,17.687,-596.953,2434.289,-15.199,-0.9617,-0.2681,0.0568,-0.023,-1.078,-3.376,DeadBip,Skin,shape,00000230B611CD00,17,1,1,-,
55,6206.642,0,10.4608,impact,animated,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,10.156,10.156,123.971,42.575,16.003,4.0000,8.334,-598.547,2434.033,-17.421,-0.9179,-0.2747,0.2864,0.264,36.213,-22.387,DeadBip,Skin,shape,00000230B611EB00,2,1,1,-,
56,6206.642,0,10.4608,impact,animated,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,10.156,10.156,123.971,20.337,1.248,6.0000,20.487,-598.547,2434.033,-17.421,-0.9179,-0.2747,0.2864,-0.752,-5.063,-19.683,DeadBip,Skin,shape,00000230B611CD00,17,1,1,-,
57,6206.734,0,10.4608,impact,animated,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,37.459,9.737,16.762,15.003,3.304,3.0000,10.011,-570.640,2432.011,-79.650,0.0000,0.0000,1.0000,6.292,13.587,-0.957,Static,Wood,shape,000002306A191F00,-,0,0,-,
58,6213.095,0,10.4609,state,ragdoll,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
59,6213.096,0,10.4609,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC COM [COM ],0,0.000,0.000,0.000,14.023,3.068,50.0000,17.687,-585.246,2436.965,-15.782,0.0000,0.0000,0.0000,-0.973,-1.098,-13.946,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
60,6213.096,0,10.4609,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,0.000,0.000,0.000,24.526,0.980,6.0000,20.487,-578.443,2436.048,-15.841,0.0000,0.0000,0.0000,4.157,-7.939,-22.830,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
61,6213.096,0,10.4609,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,0.000,0.000,0.000,21.814,0.626,6.0000,20.487,-591.946,2435.989,-15.929,0.0000,0.0000,0.0000,-2.429,-7.927,-20.177,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
62,6213.096,0,10.4609,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC Spine [Spn0],3,0.000,0.000,0.000,40.150,3.249,4.0000,17.297,-585.661,2441.287,-11.100,0.0000,0.0000,0.0000,0.491,-38.666,-10.804,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
63,6213.097,0,10.4609,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,0.000,0.000,0.000,15.928,0.957,6.0000,19.675,-595.656,2434.510,-47.014,0.0000,0.0000,0.0000,-1.429,2.149,-15.717,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
64,6213.097,0,10.4609,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,0.000,0.000,0.000,29.284,1.640,6.0000,19.675,-574.433,2432.043,-46.554,0.0000,0.0000,0.0000,5.582,2.138,-28.667,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
65,6213.097,0,10.4609,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,0.000,0.000,0.000,62.412,1.214,4.0000,18.878,-585.584,2440.094,-2.531,0.0000,0.0000,0.0000,1.894,-58.539,21.561,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
66,6213.097,0,10.4609,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,0.000,0.000,0.000,46.359,1.740,3.0000,10.011,-572.005,2434.797,-73.080,0.0000,0.0000,0.0000,5.772,0.544,45.995,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
67,6213.097,0,10.4609,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,15.763,4.377,3.0000,10.011,-597.200,2439.892,-73.839,0.0000,0.0000,0.0000,-6.105,12.004,8.192,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
68,6213.097,0,10.4609,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC Spine2 [Spn2],9,0.000,0.000,0.000,59.636,0.746,7.0000,23.052,-585.495,2440.794,7.207,0.0000,0.0000,0.0000,0.146,-54.409,24.414,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
69,6213.097,0,10.4609,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC L UpperArm [LUar],10,0.000,0.000,0.000,51.776,2.068,2.0000,14.463,-572.132,2441.484,22.776,0.0000,0.0000,0.0000,-1.490,-49.898,13.740,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
70,6213.097,0,10.4609,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC Neck [Neck],11,0.000,0.000,0.000,46.736,0.744,6.0000,8.431,-584.065,2438.893,29.191,0.0000,0.0000,0.0000,2.764,-32.661,33.315,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
71,6213.097,0,10.4609,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC R UpperArm [RUar],12,0.000,0.000,0.000,41.271,1.830,2.0000,14.463,-598.198,2439.105,22.407,0.0000,0.0000,0.0000,-0.968,-39.816,10.817,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
72,6213.098,0,10.4609,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC Head [Head],13,0.000,0.000,0.000,45.590,0.639,4.0000,15.108,-583.890,2439.084,37.919,0.0000,0.0000,0.0000,5.536,-32.064,31.933,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
73,6213.098,0,10.4609,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,0.000,0.000,0.000,4.994,2.304,2.0000,11.658,-566.823,2439.737,3.624,0.0000,0.0000,0.0000,-0.337,-4.344,-2.441,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
74,6213.098,0,10.4609,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC R Forearm [RLar],15,0.000,0.000,0.000,9.038,2.622,6.0000,11.658,-604.792,2438.876,3.474,0.0000,0.0000,0.0000,2.321,-8.314,-2.680,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
75,6213.098,0,10.4609,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC L Hand [LHnd],16,0.000,0.000,0.000,15.797,8.063,4.0000,8.334,-563.807,2433.834,-11.255,0.0000,0.0000,0.0000,3.461,11.504,-10.258,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
76,6213.098,0,10.4609,limb_sample,ragdoll,Proventus Avenicci,0001A67D,NPC R Hand [RHnd],17,0.000,0.000,0.000,24.127,12.416,4.0000,8.334,-607.246,2433.031,-11.230,0.0000,0.0000,0.0000,-0.052,19.450,-14.276,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
77,6213.099,0,10.4609,listener,ragdoll,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,-574.522,1977.974,-79.650,-0.0797,0.9968,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,ragdoll_start
78,6213.099,0,10.4609,state,ragdoll,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,knock_explode
79,6213.099,0,10.4609,listener,ragdoll,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,-574.522,1977.974,-79.650,-0.0797,0.9968,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,-,knock_explode
80,6225.431,1,10.4609,separate,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,31.221,1.099,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-6.350,27.911,-12.464,Static,-,-,000002306A191F00,-,0,0,-,
81,6225.434,1,10.4609,touch,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,31.221,1.099,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-6.350,27.911,-12.464,Static,-,-,000002306A191F00,-,0,0,-,
82,6225.435,1,10.4609,separate,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,31.221,1.099,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-6.350,27.911,-12.464,Static,-,-,000002306ADDF100,-,0,0,-,
83,6225.436,1,10.4609,touch,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,31.221,1.099,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-6.350,27.911,-12.464,Static,-,-,000002306ADDF100,-,0,0,-,
84,6225.452,1,10.4609,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,8.737,10.696,23.559,31.221,1.099,3.0000,10.011,-602.618,2432.052,-79.653,0.0000,0.0000,1.0000,-6.350,27.911,-12.464,Static,Wood,shape,000002306A191F00,-,0,0,-,
85,6225.457,1,10.4609,separate,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,27.395,3.930,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-5.727,26.406,4.516,Static,-,-,000002306A191F00,-,0,0,-,
86,6225.457,1,10.4609,touch,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,27.395,3.930,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-5.727,26.406,4.516,Static,-,-,000002306A191F00,-,0,0,-,
87,6225.459,1,10.4609,separate,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,27.395,3.930,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-5.727,26.406,4.516,Static,-,-,000002306ADDF100,-,0,0,-,
88,6225.459,1,10.4609,touch,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,27.395,3.930,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-5.727,26.406,4.516,Static,-,-,000002306ADDF100,-,0,0,-,
89,6225.467,1,10.4609,separate,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,27.395,3.930,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-5.727,26.406,4.516,Static,-,-,000002306ADDF100,-,0,0,-,
90,6225.467,1,10.4609,touch,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,0.000,0.000,0.000,27.395,3.930,3.0000,10.011,0.000,0.000,0.000,0.0000,0.0000,0.0000,-5.727,26.406,4.516,Static,-,-,000002306ADDF100,-,0,0,-,
