seq,t_ms,game_hour,event,phase,actor,actor_id,limb,limb_index,impact_speed,normal_speed,tangent_speed,body_speed,angular_speed,mass,limb_radius,pos_x,pos_y,pos_z,nrm_x,nrm_y,nrm_z,vel_x,vel_y,vel_z,other_layer,other_material,material_source,other_body,other_limb,manifold_first,manifold_last,dropped,state
1,100.000,0.0000,state,unknown,Proventus Avenicci,0001A67D,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,0,ragdoll_start
2,104.344,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,12.327,24.269,229.720,186.874,13.968,3.0000,10.011,-168.711,262.203,-319.650,-0.0000,0.0000,1.0000,-17.498,-185.051,19.282,Static,Wood,shape,00000257D69E0D00,-,0,0,0,-
3,104.782,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Thigh [RThg],2,17.250,17.250,185.327,117.425,10.453,6.0000,20.487,-164.174,250.440,-259.236,0.4690,0.8824,-0.0382,-50.754,-84.365,63.994,-,Skin,shape,00000258AF5F1F00,1,1,0,0,-
4,104.782,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Thigh [LThg],1,17.250,17.250,185.327,157.882,11.440,6.0000,20.487,-164.174,250.440,-259.236,0.4690,0.8824,-0.0382,-9.335,-136.709,-78.424,-,Skin,shape,00000258AF5F1600,2,1,0,0,-
5,104.785,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,22.420,22.420,49.070,89.325,21.277,3.0000,10.011,-165.974,237.845,-319.650,0.0000,-0.0000,1.0000,27.041,-79.650,-30.060,Static,Wood,shape,00000257D69E0D00,-,1,1,0,-
6,126.840,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Calf [RClf],4,75.368,75.368,227.879,47.000,15.710,6.0000,19.675,-161.565,241.458,-309.464,-0.0415,0.9957,-0.0828,4.220,-40.614,23.274,-,Skin,shape,00000258AF5F2200,7,1,1,0,-
7,126.840,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Foot [Lft ],7,75.368,75.368,227.879,73.561,8.428,3.0000,10.011,-161.565,241.458,-309.464,-0.0415,0.9957,-0.0828,29.868,-64.140,-20.130,-,Skin,shape,00000258AF5F1300,4,1,1,0,-
8,145.892,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,15.170,27.900,47.057,40.848,12.432,3.0000,10.011,-170.143,253.055,-319.650,0.0000,-0.0000,1.0000,14.409,10.817,-36.660,Static,Wood,shape,00000257D69E0D00,-,0,0,0,-
9,166.812,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Forearm [LLar],14,6.108,6.108,334.423,173.717,30.182,2.0000,11.658,-158.036,230.710,-236.871,0.5202,-0.8521,0.0583,121.554,-107.155,-62.611,-,Skin,shape,00000258AF5F0A00,6,1,1,0,-
10,166.813,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC Spine1 [Spn1],6,6.108,6.108,334.423,160.525,11.478,4.0000,18.878,-158.036,230.710,-236.871,0.5202,-0.8521,0.0583,-79.819,-135.764,-31.070,-,Skin,shape,00000258AE7C7100,14,1,1,0,-
11,189.610,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,14.780,21.589,137.166,99.901,11.068,3.0000,10.011,-169.788,254.779,-319.650,-0.0000,-0.0000,1.0000,14.555,98.587,-6.999,Static,Wood,shape,00000257D69E0D00,-,0,0,0,-
12,234.173,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC L Calf [LClf],5,68.068,68.068,169.104,166.566,9.928,6.0000,19.675,-156.605,237.724,-319.650,0.0000,0.0000,1.0000,132.119,-3.277,-101.382,Static,Wood,shape,00000257D69E0D00,-,1,1,0,-
13,234.868,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,43.675,50.156,122.582,79.498,14.515,3.0000,10.011,-168.147,256.999,-319.650,-0.0000,-0.0000,1.0000,53.807,56.546,-15.076,Static,Wood,shape,00000257D69E0D00,-,0,0,0,-
14,304.821,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC R Foot [Rft ],8,39.974,51.410,273.406,140.477,21.132,3.0000,10.011,-164.657,261.406,-319.650,0.0000,0.0000,1.0000,44.590,131.932,18.424,Static,Wood,shape,00000257D69E0D00,-,0,0,0,-
15,546.812,0.0000,impact,ragdoll,Proventus Avenicci,0001A67D,NPC COM [COM ],0,203.494,203.494,186.859,276.222,2.155,50.0000,17.687,-196.731,194.395,-319.650,-0.0000,0.0000,1.0000,-117.070,-142.474,-205.656,Static,Wood,shape,00000257D69E0D00,-,1,1,0,-
