seq,t_ms,game_hour,event,phase,actor,actor_id,limb,limb_index,impact_speed,normal_speed,tangent_speed,body_speed,angular_speed,mass,limb_radius,pos_x,pos_y,pos_z,nrm_x,nrm_y,nrm_z,vel_x,vel_y,vel_z,other_layer,other_material,material_source,other_body,other_limb,manifold_first,manifold_last,dropped,state
1,100.000,0.0000,state,unknown,Nazeem,0001A6A4,-,-,0.000,0.000,0.000,0.000,0.000,0.0000,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,-,-,-,0000000000000000,-,0,0,0,ragdoll_start
2,104.464,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Calf [RClf],4,9.580,9.580,60.629,31.136,0.778,6.0300,19.773,-279.875,1160.390,-106.572,-0.8287,-0.4517,-0.3304,3.476,-10.402,29.141,-,Skin,shape,000001E37A749C00,1,1,1,0,-
3,104.465,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC L Thigh [LThg],1,9.580,9.580,60.629,37.989,1.619,6.0300,20.590,-279.875,1160.390,-106.572,-0.8287,-0.4517,-0.3304,-5.674,23.809,-29.054,-,Skin,shape,000001E37A749000,4,1,1,0,-
4,104.469,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC L Forearm [LLar],14,9.428,9.428,3.252,60.693,3.449,2.0100,11.716,-281.325,1173.463,-59.158,0.1520,0.9857,0.0728,-27.505,52.833,-11.654,-,Skin,shape,000001E37A748700,6,1,1,0,-
5,104.469,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC Spine1 [Spn1],6,9.428,9.428,3.252,59.519,1.011,4.0200,18.973,-281.325,1173.463,-59.158,0.1520,0.9857,0.0728,-13.961,44.221,-37.311,-,Skin,shape,000001EAB5092E00,14,1,1,0,-
6,104.469,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC L Forearm [LLar],14,11.007,11.007,22.617,60.693,3.449,2.0100,11.716,-281.891,1173.927,-52.726,0.1858,0.7912,-0.5826,-27.505,52.833,-11.654,-,Skin,shape,000001E37A748400,9,1,1,0,-
7,104.470,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC Spine2 [Spn2],9,11.007,11.007,22.617,46.831,1.685,7.0350,23.167,-281.891,1173.927,-52.726,0.1858,0.7912,-0.5826,-3.946,35.480,-30.311,-,Skin,shape,000001EAB5092E00,14,1,1,0,-
8,104.470,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Forearm [RLar],15,22.734,22.734,158.109,36.178,10.924,6.0300,11.716,-286.911,1150.304,-77.304,-0.0154,-0.9822,0.1874,7.938,31.168,-16.565,-,-,-,000001E37A749F00,0,1,1,0,-
9,104.471,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC COM [COM ],0,22.734,22.734,158.109,12.445,7.662,50.2500,17.775,-286.911,1150.304,-77.304,-0.0154,-0.9822,0.1874,-0.084,5.893,-10.960,-,Skin,shape,000001EAB5093700,15,1,1,0,-
10,104.471,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Forearm [RLar],15,38.236,38.236,129.592,36.178,10.924,6.0300,11.716,-287.920,1149.923,-79.762,0.0931,-0.9033,0.4188,7.938,31.168,-16.565,-,Skin,shape,000001E37A749300,2,1,1,0,-
11,104.471,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Thigh [RThg],2,38.236,38.236,129.592,24.571,1.909,6.0300,20.589,-287.920,1149.923,-79.762,0.0931,-0.9033,0.4188,7.499,2.408,23.274,-,Skin,shape,000001EAB5093700,15,1,1,0,-
12,104.472,0.0000,impact,ragdoll,Nazeem,0001A6A4,NPC R Forearm [RLar],15,7.897,7.897,52.195,36.178,10.924,6.0300,11.716,-289.537,1149.328,-62.529,-0.3100,-0.9219,-0.2323,7.938,31.168,-16.565,-,Skin,shape,000001E37A748700,6,1,1,0,-
